P_prefix,amount,day,payee,payer,step
11,11,1,H7,H6,1
18,7,1,H9,H8,2
22,4,1,dealer_short,H11,3
32,10,1,H15,H14,4
35,3,1,H17,H16,5
88,56,1,H18,H17,6
89,57,1,H19,H18,7
89,11,1,H20,H19,8
132,43,1,H22,H21,9
141,9,1,H24,H23,10
247,115,1,dealer_short,H24,11
535,288,1,H27,H26,12
535,13,1,H28,H27,13
535,2,1,H29,H28,14
535,1,1,H30,H29,15
664,130,1,H31,H30,16
664,4,1,H32,H31,17
849,189,1,H33,H32,18
849,96,1,H34,H33,19
1036,187,1,H36,H35,20
1036,31,1,H37,H36,21
1059,54,1,H38,H37,22
1082,77,1,dealer_short,H38,23
1291,209,1,H40,H39,24
1291,176,1,H41,H40,25
1291,108,1,H42,H41,26
1294,3,1,H44,H43,27
1379,88,1,H45,H44,28
1432,53,1,H47,H46,29
1432,3,1,H48,H47,30
1590,158,1,dealer_short,H52,31
1603,13,1,dealer_short,H54,32
1644,41,1,H57,H56,33
1646,2,1,H59,H58,34
1682,38,1,H60,H59,35
1787,105,1,H65,H64,36
1852,65,1,H68,H67,37
1852,3,1,H69,H68,38
1922,73,1,H70,H69,39
1922,64,1,H71,H70,40
1925,3,1,H73,H72,41
1953,31,1,dealer_short,H73,42
1999,46,1,H77,H76,43
2004,51,1,H78,H77,44
2081,128,1,H79,H78,45
2081,17,1,H80,H79,46
2092,11,1,H82,H81,47
2143,62,1,H83,H82,48
2222,79,1,H85,H84,49
2279,136,1,H86,H85,50
2279,35,1,H87,H86,51
2283,4,1,H89,H88,52
2316,37,1,H90,H89,53
2342,26,1,H94,H93,54
2486,170,1,H95,H94,55
2486,1,1,H96,H95,56
2486,1,1,H97,H96,57
2487,1,1,H100,H99,58
2527,41,1,H1,H100,59
