P_prefix,amount,day,payee,payer,step
43,43,1,H2,H1,1
72,72,1,H3,H2,2
91,91,1,H4,H3,3
172,81,1,H7,H6,4
203,112,1,H8,H7,5
203,95,1,big_mid,H8,6
777,574,1,H10,H9,7
777,48,1,H11,H10,8
855,126,1,H12,H11,9
932,203,1,H13,H12,10
978,46,1,H15,H14,11
1034,102,1,H16,H15,12
1034,16,1,H17,H16,13
1177,159,1,H18,H17,14
1227,209,1,H19,H18,15
1227,107,1,H20,H19,16
1227,99,1,H21,H20,17
1227,34,1,H22,H21,18
1227,23,1,H23,H22,19
1341,137,1,H24,H23,20
1341,2,1,H25,H24,21
1749,410,1,H26,H25,22
1749,24,1,H27,H26,23
1818,93,1,H28,H27,24
1818,77,1,H29,H28,25
1964,223,1,H30,H29,26
1974,10,1,H32,H31,27
1974,5,1,H33,H32,28
2184,215,1,H34,H33,29
2184,53,1,H35,H34,30
2185,1,1,H37,H36,31
2276,91,1,H39,H38,32
2282,97,1,H40,H39,33
2591,309,1,H42,H41,34
2591,1,1,H43,H42,35
2592,2,1,H44,H43,36
2695,105,1,H45,H44,37
2941,351,1,H46,H45,38
2941,2,1,H47,H46,39
2998,59,1,H48,H47,40
2998,32,1,H49,H48,41
3049,83,1,vbt_short,H49,42
