P_prefix,amount,day,payee,payer,step
59,59,1,H8,H7,1
143,84,1,H13,H12,2
188,45,1,H18,H17,3
273,85,1,H23,H22,4
305,32,1,H28,H27,5
447,142,1,H33,H32,6
519,72,1,H38,H37,7
605,86,1,H43,H42,8
766,161,1,H48,H47,9
829,63,1,H53,H52,10
922,93,1,H58,H57,11
972,50,1,H63,H62,12
1121,149,1,H68,H67,13
1263,142,1,H73,H72,14
1423,160,1,H78,H77,15
1487,64,1,H83,H82,16
1592,105,1,H88,H87,17
1716,124,1,H93,H92,18
1798,82,1,H98,H97,19
103,103,3,H4,H3,1
228,125,3,H9,H8,2
327,99,3,H14,H13,3
460,133,3,H19,H18,4
589,129,3,H24,H23,5
656,67,3,H29,H28,6
751,95,3,H34,H33,7
823,72,3,H39,H38,8
954,131,3,H44,H43,9
1040,86,3,H49,H48,10
1092,52,3,H54,H53,11
1212,120,3,H59,H58,12
1318,106,3,H64,H63,13
1404,86,3,H69,H68,14
1495,91,3,H74,H73,15
1567,72,3,H79,H78,16
1627,60,3,H84,H83,17
1701,74,3,H89,H88,18
1745,44,3,H94,H93,19
1843,98,3,H99,H98,20
178,178,5,H5,H4,1
235,57,5,H10,H9,2
319,84,5,H15,H14,3
401,82,5,H20,H19,4
510,109,5,H25,H24,5
658,148,5,H30,H29,6
742,84,5,H35,H34,7
820,78,5,H40,H39,8
896,76,5,H45,H44,9
979,83,5,H50,H49,10
1025,46,5,H55,H54,11
1178,153,5,H60,H59,12
1247,69,5,H65,H64,13
1414,167,5,H70,H69,14
1479,65,5,H75,H74,15
1642,163,5,H80,H79,16
1709,67,5,H85,H84,17
1800,91,5,H90,H89,18
1835,35,5,H95,H94,19
1982,147,5,H100,H99,20
53,53,7,H6,H5,1
277,224,7,H11,H10,2
367,90,7,H16,H15,3
461,94,7,H21,H20,4
557,96,7,H26,H25,5
633,76,7,H31,H30,6
760,127,7,H36,H35,7
845,85,7,H41,H40,8
927,82,7,H46,H45,9
1002,75,7,H51,H50,10
1094,92,7,H56,H55,11
1169,75,7,H61,H60,12
1359,190,7,H66,H65,13
1435,76,7,H71,H70,14
1580,145,7,H76,H75,15
1644,64,7,H81,H80,16
1794,150,7,H86,H85,17
2010,216,7,H91,H90,18
2062,52,7,H96,H95,19
2235,173,7,H1,H100,20
86,86,9,H2,H1,1
137,51,9,H7,H6,2
166,29,9,H12,H11,3
219,53,9,H17,H16,4
297,78,9,H22,H21,5
528,231,9,H27,H26,6
635,107,9,H32,H31,7
709,74,9,H37,H36,8
769,60,9,H42,H41,9
898,129,9,H47,H46,10
1047,149,9,H52,H51,11
1110,63,9,H57,H56,12
1237,127,9,H62,H61,13
1322,85,9,H67,H66,14
1476,154,9,H72,H71,15
1543,67,9,H77,H76,16
1619,76,9,H82,H81,17
1693,74,9,H87,H86,18
1797,104,9,H92,H91,19
1886,89,9,H97,H96,20
