P_prefix,amount,day,payee,payer,step
330,330,1,H3,H2,1
415,85,1,H13,H12,2
549,134,1,H23,H22,3
589,40,1,H33,H32,4
677,88,1,H43,H42,5
920,243,1,H53,H52,6
992,72,1,H63,H62,7
1134,142,1,H73,H72,8
1217,83,1,H83,H82,9
1281,64,1,H93,H92,10
202,202,2,H6,H5,1
341,139,2,H16,H15,2
346,5,2,H26,H25,3
644,298,2,H36,H35,4
659,15,2,H46,H45,5
790,131,2,H56,H55,6
817,27,2,H66,H65,7
951,134,2,H76,H75,8
1065,114,2,H86,H85,9
47,47,3,H9,H8,1
156,109,3,H19,H18,2
306,150,3,H29,H28,3
330,24,3,H39,H38,4
399,69,3,H49,H48,5
408,9,3,H59,H58,6
429,21,3,H69,H68,7
432,3,3,H79,H78,8
463,31,3,H89,H88,9
495,32,3,H99,H98,10
10,10,4,H2,H1,1
129,119,4,H12,H11,2
157,28,4,H22,H21,3
215,58,4,H32,H31,4
242,27,4,H42,H41,5
428,186,4,H52,H51,6
501,73,4,H62,H61,7
677,176,4,H72,H71,8
720,43,4,H82,H81,9
851,131,4,H92,H91,10
147,147,5,H5,H4,1
204,57,5,H15,H14,2
403,199,5,H25,H24,3
415,12,5,H35,H34,4
454,39,5,H45,H44,5
639,185,5,H55,H54,6
653,14,5,H65,H64,7
712,59,5,H75,H74,8
769,57,5,H85,H84,9
770,1,5,H53,H94,10
39,39,6,H8,H7,1
122,83,6,H18,H17,2
198,76,6,H28,H27,3
247,49,6,H38,H37,4
305,58,6,H48,H47,5
339,34,6,H58,H57,6
409,70,6,H68,H67,7
521,112,6,H78,H77,8
829,308,6,H88,H87,9
928,99,6,H98,H97,10
370,370,7,H11,H10,1
374,4,7,H21,H20,2
532,158,7,H31,H30,3
734,202,7,H41,H40,4
746,12,7,H51,H50,5
811,65,7,H61,H60,6
1235,424,7,H71,H70,7
1259,24,7,H81,H80,8
1384,125,7,H91,H90,9
1496,112,7,H1,H100,10
17,17,8,H4,H3,1
70,53,8,H14,H13,2
162,92,8,H24,H23,3
356,194,8,H34,H33,4
419,63,8,H44,H43,5
451,32,8,H54,H53,6
538,87,8,H64,H63,7
586,48,8,H74,H73,8
913,327,8,H84,H83,9
1027,114,8,H94,H93,10
151,151,9,H7,H6,1
212,61,9,H17,H16,2
240,28,9,H27,H26,3
280,40,9,H37,H36,4
411,131,9,H47,H46,5
449,38,9,H57,H56,6
538,89,9,H67,H66,7
628,90,9,H77,H76,8
653,25,9,H87,H86,9
742,89,9,H97,H96,10
140,140,10,H10,H9,1
249,109,10,H20,H19,2
272,23,10,H30,H29,3
341,69,10,H40,H39,4
442,101,10,H50,H49,5
500,58,10,H60,H59,6
535,35,10,H36,H69,7
671,136,10,H80,H79,8
756,85,10,H90,H89,9
827,71,10,H100,H99,10
