P_prefix,amount,day,payee,payer,step
1,1,1,H3,H2,1
13,12,1,H8,H7,2
113,100,1,H13,H12,3
147,34,1,H23,H22,4
149,2,1,H38,H37,5
167,18,1,H58,H57,6
172,5,1,dealer_short,H62,7
214,42,1,H68,H67,8
215,1,1,H73,H72,9
343,128,1,H78,H77,10
464,121,1,H83,H82,11
482,18,1,H88,H87,12
493,11,1,H93,H92,13
496,3,1,H98,H97,14
31,31,3,H16,H15,1
216,185,3,H21,H20,2
292,76,3,H26,H25,3
306,14,3,H36,H35,4
374,68,3,H41,H40,5
406,32,3,H51,H50,6
436,30,3,H56,H55,7
514,78,3,H71,H70,8
532,18,3,dealer_short,H80,9
612,80,3,H96,H95,10
87,87,5,H9,H8,1
94,7,5,H34,H33,2
166,72,5,dealer_short,H38,3
171,5,5,H44,H43,4
226,55,5,H54,H53,5
238,12,5,H59,H58,6
274,36,5,H69,H68,7
342,68,5,H79,H78,8
344,2,5,H89,H88,9
347,3,5,dealer_short,H93,10
441,94,5,dealer_short,H98,11
31,31,7,H2,H1,1
41,10,7,H7,H6,2
125,84,7,H12,H11,3
126,1,7,H17,H16,4
206,80,7,dealer_short,H31,5
207,1,7,H37,H36,6
276,69,7,H52,H51,7
277,1,7,H57,H56,8
278,1,7,H67,H66,9
310,32,7,dealer_short,H76,10
350,40,7,H97,H96,11
14,14,9,H10,H9,1
62,48,9,H25,H24,2
152,90,9,dealer_short,H29,3
212,60,9,H35,H34,4
220,8,9,H55,H54,5
584,364,9,H65,H64,6
606,22,9,H70,H69,7
613,7,9,H80,H79,8
