P_prefix,amount,day,payee,payer,step
119,119,1,H3,H2,1
260,141,1,H13,H12,2
366,106,1,H23,H22,3
447,81,1,H33,H32,4
592,145,1,H43,H42,5
705,113,1,H53,H52,6
858,153,1,H63,H62,7
980,122,1,H73,H72,8
1135,155,1,H83,H82,9
1173,38,1,H93,H92,10
41,41,2,H2,H1,1
115,74,2,H12,H11,2
267,152,2,H22,H21,3
365,98,2,H32,H31,4
424,59,2,H42,H41,5
489,65,2,H52,H51,6
559,70,2,H62,H61,7
660,101,2,H72,H71,8
777,117,2,H82,H81,9
933,156,2,H92,H91,10
99,99,3,H11,H10,1
255,156,3,H21,H20,2
315,60,3,H31,H30,3
397,82,3,H41,H40,4
455,58,3,H51,H50,5
593,138,3,H61,H60,6
712,119,3,H71,H70,7
771,59,3,H81,H80,8
815,44,3,H91,H90,9
953,138,3,H1,H100,10
97,97,4,H10,H9,1
181,84,4,H20,H19,2
304,123,4,H30,H29,3
365,61,4,H40,H39,4
455,90,4,H50,H49,5
499,44,4,H60,H59,6
549,50,4,H70,H69,7
721,172,4,H80,H79,8
773,52,4,H90,H89,9
887,114,4,H100,H99,10
59,59,5,H9,H8,1
116,57,5,H19,H18,2
171,55,5,H29,H28,3
328,157,5,H39,H38,4
500,172,5,H49,H48,5
561,61,5,H59,H58,6
625,64,5,H69,H68,7
743,118,5,H79,H78,8
802,59,5,H89,H88,9
900,98,5,H99,H98,10
90,90,6,H8,H7,1
169,79,6,H18,H17,2
244,75,6,H28,H27,3
321,77,6,H38,H37,4
365,44,6,H48,H47,5
430,65,6,H58,H57,6
518,88,6,H68,H67,7
656,138,6,H78,H77,8
761,105,6,H88,H87,9
867,106,6,H98,H97,10
105,105,7,H7,H6,1
170,65,7,H17,H16,2
285,115,7,H27,H26,3
395,110,7,H37,H36,4
476,81,7,H47,H46,5
564,88,7,H57,H56,6
631,67,7,H67,H66,7
672,41,7,H77,H76,8
743,71,7,H87,H86,9
868,125,7,H97,H96,10
155,155,8,H6,H5,1
232,77,8,H16,H15,2
385,153,8,H26,H25,3
489,104,8,H36,H35,4
597,108,8,H46,H45,5
789,192,8,H56,H55,6
856,67,8,H66,H65,7
978,122,8,H76,H75,8
1084,106,8,H86,H85,9
1204,120,8,H96,H95,10
131,131,9,H5,H4,1
204,73,9,H15,H14,2
278,74,9,H25,H24,3
330,52,9,H35,H34,4
385,55,9,H45,H44,5
424,39,9,H55,H54,6
468,44,9,H65,H64,7
595,127,9,H75,H74,8
685,90,9,H85,H84,9
757,72,9,H95,H94,10
244,244,10,H4,H3,1
364,120,10,H14,H13,2
547,183,10,H24,H23,3
761,214,10,H34,H33,4
826,65,10,H44,H43,5
926,100,10,H54,H53,6
1037,111,10,H64,H63,7
1093,56,10,H74,H73,8
1232,139,10,H84,H83,9
1409,177,10,H94,H93,10
