P_prefix,amount,day,payee,payer,step
382,382,1,H3,H2,1
508,126,1,H8,H7,2
520,12,1,H18,H17,3
523,3,1,H23,H22,4
598,75,1,H33,H32,5
675,77,1,H38,H37,6
697,22,1,H43,H42,7
698,1,1,H53,H52,8
722,24,1,H58,H57,9
724,2,1,H73,H72,10
824,100,1,H83,H82,11
844,20,1,H88,H87,12
868,24,1,H98,H97,13
57,57,3,H21,H20,1
123,66,3,H31,H30,2
124,1,3,H36,H35,3
152,28,3,H41,H40,4
213,61,3,H56,H55,5
481,268,3,H61,H60,6
596,115,3,H71,H70,7
862,266,3,H86,H85,8
864,2,3,dealer_short,H95,9
867,3,3,H1,H100,10
19,19,5,H14,H13,1
167,148,5,H19,H18,2
502,335,5,H24,H23,3
503,1,5,H39,H38,4
504,1,5,H44,H43,5
722,218,5,H49,H48,6
895,173,5,H64,H63,7
920,25,5,H69,H68,8
1214,294,5,H74,H73,9
1225,11,5,H79,H78,10
1227,2,5,H94,H93,11
1285,58,5,H99,H98,12
9,9,7,H2,H1,1
15,6,7,H7,H6,2
126,111,7,H17,H16,3
217,91,7,H46,H26,4
229,12,7,H32,H31,5
230,1,7,H37,H36,6
292,62,7,H42,H41,7
336,44,7,H52,H51,8
338,2,7,H57,H56,9
460,122,7,H62,H61,10
462,2,7,H72,H71,11
507,45,7,H28,H76,12
515,8,7,H82,H81,13
72,72,9,H10,H9,1
167,95,9,H20,H19,2
170,3,9,H30,H29,3
171,1,9,H35,H34,4
172,1,9,H40,H39,5
206,34,9,H50,H49,6
208,2,9,H65,H64,7
210,2,9,H70,H69,8
466,256,9,H75,H74,9
472,6,9,H85,H84,10
556,84,9,H95,H94,11
651,95,9,H100,H99,12
