P_prefix,amount,day,payee,payer,step
41,41,1,H3,H2,1
65,24,1,dealer_short,H12,2
80,15,1,H23,H22,3
13,13,2,H26,H25,1
125,112,2,H46,H45,2
58,58,3,dealer_short,H38,1
146,88,3,H49,H48,2
89,89,4,H62,H61,1
156,67,4,H82,H81,2
112,112,5,H5,H4,1
186,74,5,H35,H34,2
267,81,5,dealer_short,H44,3
297,30,5,H55,H54,4
316,19,5,H65,H64,5
375,59,5,H75,H74,6
397,22,5,H85,H84,7
442,45,5,H95,H94,8
85,85,6,H8,H7,1
103,18,6,dealer_short,H17,2
114,11,6,H28,H27,3
257,143,6,dealer_short,H37,4
318,61,6,H58,H57,5
445,127,6,dealer_short,H67,6
488,43,6,H78,H77,7
589,101,6,H88,H87,8
11,11,7,dealer_short,H10,1
44,33,7,H21,H20,2
123,79,7,dealer_short,H30,3
198,75,7,dealer_short,H40,4
250,52,7,H51,H50,5
306,56,7,dealer_short,H70,6
346,40,7,H91,H90,7
96,96,8,dealer_short,H33,1
167,71,8,dealer_short,H73,2
29,29,9,H27,H26,1
75,46,9,dealer_short,H46,2
103,28,9,dealer_short,H96,3
110,110,10,dealer_short,H19,1
195,85,10,dealer_short,H39,2
222,27,10,dealer_short,H69,3
270,48,10,dealer_short,H89,4
