P_prefix,amount,day,payee,payer,step
8,8,1,H3,H2,1
114,106,1,big_mid,H12,2
301,187,1,H33,H32,3
553,252,1,H43,H42,4
610,57,1,H53,H52,5
721,111,1,H63,H62,6
748,27,1,H73,H72,7
806,58,1,H83,H82,8
965,159,1,H93,H92,9
990,25,1,big_mid,H2,10
1015,25,1,big_long,H12,11
1040,25,1,big_short,H22,12
1065,25,1,big_mid,H32,13
1090,25,1,big_long,H42,14
1115,25,1,big_short,H52,15
1140,25,1,big_mid,H62,16
1165,25,1,big_long,H72,17
1190,25,1,big_short,H82,18
1215,25,1,big_mid,H92,19
18,18,2,H2,H1,1
29,11,2,H12,H11,2
117,88,2,H22,H21,3
241,124,2,H32,H31,4
474,233,2,H62,H61,5
475,1,2,H82,H81,6
484,9,2,H92,H91,7
509,25,2,big_short,H1,8
534,25,2,big_mid,H11,9
559,25,2,big_long,H21,10
584,25,2,big_short,H31,11
609,25,2,big_mid,H41,12
634,25,2,big_long,H51,13
659,25,2,big_short,H61,14
684,25,2,big_mid,H71,15
709,25,2,big_long,H81,16
734,25,2,big_short,H91,17
41,41,3,H11,H10,1
438,397,3,H21,H20,2
508,70,3,H31,H30,3
540,32,3,H41,H40,4
921,381,3,H51,H50,5
999,78,3,H61,H60,6
1083,84,3,H71,H70,7
1258,175,3,H91,H90,8
1283,25,3,big_short,H10,9
1308,25,3,big_mid,H20,10
1333,25,3,big_long,H30,11
1358,25,3,big_short,H40,12
1383,25,3,big_mid,H50,13
1408,25,3,big_long,H60,14
1433,25,3,big_short,H70,15
1458,25,3,big_mid,H80,16
1483,25,3,big_long,H90,17
1508,25,3,big_short,H100,18
9,9,4,H10,H9,1
70,61,4,H20,H19,2
356,286,4,H30,H29,3
406,50,4,H40,H39,4
428,22,4,H50,H49,5
