P_prefix,amount,day,payee,payer,step
18,18,1,H13,H12,1
56,38,1,H23,H22,2
90,34,1,H28,H27,3
111,21,1,H43,H42,4
112,1,1,H58,H57,5
123,11,1,H63,H62,6
156,33,1,H78,H77,7
185,29,1,H88,H87,8
14,14,3,H11,H10,1
27,13,3,H21,H20,2
46,19,3,H41,H40,3
95,49,3,H51,H50,4
122,27,3,H66,H65,5
157,35,3,H1,H100,6
39,39,5,H4,H3,1
89,50,5,H9,H8,2
113,24,5,H29,H28,3
162,49,5,H34,H33,4
175,13,5,H39,H38,5
232,57,5,H49,H48,6
324,92,5,H54,H53,7
345,21,5,H59,H58,8
369,24,5,H69,H68,9
406,37,5,H74,H73,10
435,29,5,H79,H78,11
461,26,5,H84,H83,12
476,15,5,H89,H88,13
490,14,5,H94,H93,14
499,9,5,H99,H98,15
18,18,7,H17,H16,1
28,10,7,H22,H21,2
97,69,7,H27,H26,3
103,6,7,H32,H31,4
155,52,7,H47,H46,5
209,54,7,H52,H51,6
307,98,7,H62,H61,7
353,46,7,H77,H76,8
433,80,7,H87,H86,9
448,15,7,H92,H91,10
522,74,7,H97,H96,11
105,105,9,H15,H14,1
123,18,9,H20,H19,2
135,12,9,H25,H24,3
148,13,9,H30,H29,4
167,19,9,H35,H34,5
228,61,9,H55,H54,6
267,39,9,H60,H59,7
288,21,9,H65,H64,8
308,20,9,H70,H69,9
369,61,9,H75,H74,10
371,2,9,H80,H79,11
445,74,9,H85,H84,12
460,15,9,H100,H99,13
