P_prefix,amount,day,payee,payer,step
1,1,1,H8,H7,1
22,21,1,H13,H12,2
23,1,1,H18,H17,3
25,2,1,H38,H37,4
28,3,1,H43,H42,5
36,8,1,H53,H52,6
49,13,1,H63,H62,7
57,8,1,H83,H82,8
27,27,3,H6,H5,1
28,1,3,H16,H15,2
87,59,3,dealer_short,H25,3
114,27,3,H36,H35,4
120,6,3,dealer_short,H45,5
191,71,3,H66,H65,6
1,1,5,H9,H8,1
10,9,5,dealer_short,H63,2
16,6,5,dealer_short,H78,3
91,75,5,dealer_short,H93,4
107,16,5,H99,H98,5
22,22,7,H2,H1,1
38,16,7,H7,H6,2
133,95,7,H12,H11,3
144,11,7,H17,H16,4
153,9,7,H22,H21,5
156,3,7,H42,H41,6
300,144,7,H72,H71,7
322,22,7,H87,H86,8
323,1,7,H92,H91,9
14,14,9,H71,H4,1
26,12,9,H15,H14,2
29,3,9,H20,H19,3
30,1,9,H30,H29,4
37,7,9,H71,H34,5
44,7,9,H55,H54,6
45,1,9,dealer_short,H74,7
56,11,9,dealer_short,H84,8
