P_prefix,amount,day,payee,payer,step
38,38,1,H8,H7,1
131,93,1,H23,H22,2
167,36,1,H33,H32,3
264,97,1,H38,H37,4
295,31,1,H43,H42,5
313,18,1,H53,H52,6
321,8,1,H63,H62,7
371,50,1,H68,H67,8
409,38,1,H78,H77,9
466,57,1,H98,H97,10
76,76,3,H16,H15,1
172,96,3,H26,H25,2
225,53,3,H31,H30,3
248,23,3,H46,H45,4
295,47,3,H51,H50,5
368,73,3,H56,H55,6
405,37,3,H61,H60,7
468,63,3,H66,H65,8
544,76,3,H76,H75,9
555,11,3,H81,H80,10
636,81,3,H86,H85,11
98,98,5,H4,H3,1
199,101,5,H9,H8,2
280,81,5,H14,H13,3
419,139,5,H19,H18,4
607,188,5,H24,H23,5
731,124,5,H29,H28,6
813,82,5,H34,H33,7
839,26,5,H39,H38,8
969,130,5,H44,H43,9
1075,106,5,H49,H48,10
1192,117,5,H59,H58,11
1260,68,5,H64,H63,12
1379,119,5,H69,H68,13
1462,83,5,H84,H83,14
1628,166,5,H89,H88,15
1746,118,5,H94,H93,16
1900,154,5,H99,H98,17
56,56,7,H2,H1,1
111,55,7,H7,H6,2
144,33,7,H12,H11,3
238,94,7,H17,H16,4
355,117,7,H27,H26,5
471,116,7,H32,H31,6
486,15,7,H37,H36,7
515,29,7,H42,H41,8
549,34,7,H47,H46,9
601,52,7,H52,H51,10
634,33,7,H57,H56,11
731,97,7,H62,H61,12
740,9,7,H67,H66,13
900,160,7,H72,H71,14
974,74,7,H77,H76,15
986,12,7,H92,H91,16
1104,118,7,H97,H96,17
112,112,9,H5,H4,1
151,39,9,H10,H9,2
166,15,9,H15,H14,3
256,90,9,H20,H19,4
332,76,9,H25,H24,5
357,25,9,H30,H29,6
443,86,9,H35,H34,7
479,36,9,H40,H39,8
531,52,9,H45,H44,9
671,140,9,H50,H49,10
741,70,9,H55,H54,11
864,123,9,H60,H59,12
995,131,9,H65,H64,13
1062,67,9,H70,H69,14
1077,15,9,H75,H74,15
1268,191,9,H80,H79,16
1332,64,9,H85,H84,17
1355,23,9,H90,H89,18
1449,94,9,H95,H94,19
1525,76,9,H100,H99,20
