P_prefix,amount,day,payee,payer,step
9,9,1,H23,H22,1
22,13,1,H33,H32,2
70,48,1,H43,H42,3
83,13,1,H63,H62,4
85,2,1,H93,H92,5
6,6,2,H6,H5,1
33,27,2,H86,H85,2
14,14,3,H39,H38,1
41,27,3,H59,H58,2
51,10,3,H69,H68,3
88,37,3,H79,H78,4
97,9,3,H99,H98,5
9,9,4,H12,H11,1
11,2,4,H22,H21,2
46,35,4,H42,H41,3
94,48,4,H52,H51,4
144,50,4,H62,H61,5
179,35,4,H72,H71,6
182,3,4,H92,H91,7
24,24,5,H25,H24,1
40,16,5,H35,H34,2
70,30,5,H45,H44,3
71,1,5,H55,H54,4
89,18,5,H85,H84,5
91,2,5,H95,H94,6
8,8,6,H28,H27,1
9,1,6,H38,H37,2
25,16,6,H68,H67,3
26,26,7,H21,H20,1
38,12,7,H81,H80,2
41,3,7,H91,H90,3
43,2,7,H1,H100,4
9,9,8,H24,H23,1
68,59,8,H34,H33,2
82,14,8,H64,H63,3
125,43,8,H84,H83,4
61,61,9,H37,H36,1
93,93,10,H30,H29,1
100,7,10,H40,H39,2
102,2,10,H50,H49,3
135,33,10,H80,H79,4
136,1,10,H100,H99,5
