P_prefix,amount,day,payee,payer,step
6,6,1,H33,H32,1
20,14,1,H63,H62,2
41,21,1,H73,H72,3
77,36,1,H93,H92,4
36,36,2,H2,H1,1
51,15,2,H32,H31,2
93,42,2,H82,H81,3
18,18,3,H11,H10,1
26,8,3,H31,H30,2
42,16,3,H41,H40,3
89,47,3,H61,H60,4
123,34,3,H71,H70,5
10,10,4,H10,H9,1
27,17,4,H20,H19,2
48,21,4,H40,H39,3
87,39,4,H50,H49,4
136,49,4,H60,H59,5
4,4,5,H19,H18,1
18,14,5,H59,H58,2
34,16,5,H79,H78,3
78,44,5,H89,H88,4
40,40,6,H8,H7,1
64,24,6,H18,H17,2
70,6,6,H58,H57,3
91,21,6,H88,H87,4
109,18,6,H98,H97,5
21,21,7,H17,H16,1
49,28,7,H67,H66,2
47,47,8,H6,H5,1
91,44,8,H36,H35,2
108,17,8,H46,H45,3
137,29,8,H76,H75,4
32,32,9,H5,H4,1
46,14,9,H75,H74,2
50,4,9,H85,H84,3
8,8,10,H4,H3,1
106,98,10,H24,H23,2
115,9,10,H34,H33,3
154,39,10,H44,H43,4
211,57,10,H74,H73,5
236,25,10,H84,H83,6
