P_prefix,amount,day,payee,payer,step
25,25,1,H13,H12,1
38,13,1,H63,H62,2
45,7,1,H93,H92,3
1,1,2,H16,H15,1
17,16,2,H36,H35,2
18,1,2,H56,H55,3
5,5,3,H19,H18,1
6,1,3,H49,H48,2
9,3,3,H69,H68,3
13,4,3,H79,H78,4
7,7,4,H32,H31,1
19,12,4,H72,H71,2
31,12,4,H92,H91,3
2,2,5,H45,H44,1
3,1,5,H75,H74,2
21,21,6,H18,H17,1
34,13,6,H48,H47,2
39,5,6,H58,H57,3
46,7,6,H68,H67,4
52,6,6,H98,H97,5
6,6,7,H21,H20,1
11,5,7,H41,H40,2
24,13,7,H81,H80,3
47,23,7,H91,H90,4
12,12,8,H4,H3,1
9,9,9,H7,H6,1
15,6,9,H87,H86,2
19,19,10,H10,H9,1
66,47,10,H40,H39,2
76,10,10,H70,H69,3
