P_prefix,amount,day,payee,payer,step
4,4,1,H2,H1,1
86,82,1,H4,H3,2
86,10,1,H5,H4,3
86,3,1,H6,H5,4
137,51,1,H8,H7,5
137,35,1,H9,H8,6
173,36,1,H12,H11,7
210,37,1,H14,H13,8
331,121,1,H16,H15,9
331,13,1,dealer_short,H16,10
342,11,1,H19,H18,11
342,9,1,H20,H19,12
344,2,1,H23,H22,13
467,123,1,H26,H25,14
467,46,1,H27,H26,15
467,46,1,H28,H27,16
467,32,1,H29,H28,17
504,69,1,H30,H29,18
504,29,1,H31,H30,19
504,10,1,H32,H31,20
539,45,1,H33,H32,21
539,6,1,dealer_short,H33,22
561,22,1,H36,H35,23
571,32,1,H37,H36,24
594,55,1,H38,H37,25
772,178,1,H40,H39,26
772,173,1,H41,H40,27
772,28,1,dealer_short,H41,28
856,84,1,H45,H44,29
959,103,1,H47,H46,30
959,27,1,H48,H47,31
959,25,1,H49,H48,32
980,21,1,H51,H50,33
1115,135,1,H54,H53,34
1115,15,1,H55,H54,35
1115,8,1,H56,H55,36
1139,24,1,H58,H57,37
1148,33,1,H59,H58,38
1198,83,1,H60,H59,39
1227,112,1,H61,H60,40
1227,54,1,H62,H61,41
1229,56,1,H63,H62,42
1258,85,1,H64,H63,43
1258,80,1,H65,H64,44
1272,94,1,H66,H65,45
1272,47,1,H67,H66,46
1283,11,1,H69,H68,47
1299,27,1,dealer_short,H69,48
1378,79,1,H71,H70,49
1378,32,1,H72,H71,50
1378,21,1,dealer_short,H72,51
1394,16,1,H75,H74,52
1484,90,1,H77,H76,53
1485,91,1,H78,H77,54
1499,14,1,H80,H79,55
1546,47,1,H84,H83,56
1546,35,1,H85,H84,57
1546,33,1,H86,H85,58
1557,44,1,H87,H86,59
1593,80,1,H88,H87,60
1593,60,1,H89,H88,61
1593,16,1,H90,H89,62
1593,5,1,H91,H90,63
1615,27,1,H92,H91,64
1616,28,1,H93,H92,65
1616,4,1,H94,H93,66
1655,39,1,H96,H95,67
1729,74,1,H98,H97,68
1764,109,1,H99,H98,69
1764,40,1,H100,H99,70
