P_prefix,amount,day,payee,payer,step
25,25,1,H13,H12,1
45,20,1,H78,H77,2
36,36,3,H14,H13,1
62,26,3,H29,H28,2
84,22,3,H44,H43,3
127,43,3,H49,H48,4
175,48,3,H84,H83,5
218,43,3,H94,H93,6
37,37,5,H25,H24,1
93,56,5,H35,H34,2
110,17,5,H40,H39,3
171,61,5,H50,H49,4
175,4,5,H55,H54,5
236,61,5,H75,H74,6
299,63,5,H80,H79,7
321,22,5,H95,H94,8
31,31,7,H6,H5,1
97,66,7,H11,H10,2
139,42,7,H31,H30,3
184,45,7,H36,H35,4
250,66,7,H61,H60,5
290,40,7,H66,H65,6
354,64,7,H71,H70,7
430,76,7,H76,H75,8
496,66,7,H91,H90,9
542,46,7,H1,H100,10
32,32,9,H12,H11,1
100,68,9,H17,H16,2
144,44,9,H22,H21,3
180,36,9,H27,H26,4
257,77,9,H52,H51,5
306,49,9,H57,H56,6
365,59,9,H67,H66,7
383,18,9,H72,H71,8
413,30,9,H82,H81,9
482,69,9,H87,H86,10
549,67,9,H97,H96,11
