P_prefix,amount,day,payee,payer,step
45,45,1,H3,H2,1
45,14,1,H4,H3,2
134,89,1,H7,H6,3
224,90,1,H9,H8,4
224,2,1,dealer_short,H9,5
308,84,1,H12,H11,6
333,25,1,H14,H13,7
365,32,1,H17,H16,8
368,3,1,H19,H18,9
403,35,1,H22,H21,10
404,36,1,dealer_short,H22,11
508,104,1,H26,H25,12
508,52,1,H27,H26,13
516,8,1,H30,H29,14
520,12,1,H31,H30,15
520,6,1,H32,H31,16
532,18,1,H33,H32,17
571,39,1,H35,H34,18
571,19,1,H36,H35,19
593,22,1,H38,H37,20
612,19,1,H40,H39,21
669,57,1,H42,H41,22
773,104,1,H44,H43,23
773,35,1,H45,H44,24
808,35,1,H47,H46,25
831,23,1,dealer_short,H48,26
872,41,1,H51,H50,27
877,5,1,dealer_short,H52,28
905,28,1,H54,H53,29
916,39,1,H55,H54,30
993,77,1,H58,H57,31
1024,31,1,H61,H60,32
1027,34,1,H62,H61,33
1027,10,1,H63,H62,34
1033,6,1,H65,H64,35
1081,48,1,H67,H66,36
1081,22,1,H68,H67,37
1170,89,1,H71,H70,38
1177,96,1,H72,H71,39
1177,11,1,H73,H72,40
1195,18,1,H75,H74,41
1201,6,1,H77,H76,42
1236,35,1,dealer_short,H78,43
1283,47,1,dealer_short,H79,44
1341,58,1,H82,H81,45
1342,1,1,H84,H83,46
1370,28,1,H87,H86,47
1410,40,1,H91,H90,48
1410,8,1,H92,H91,49
1431,29,1,H93,H92,50
1431,23,1,H94,H93,51
1431,16,1,dealer_short,H94,52
1434,3,1,H98,H97,53
1450,16,1,H1,H100,54
