P_prefix,amount,day,payee,payer,step
381,381,1,H2,H1,1
381,5,1,H3,H2,2
504,128,1,H4,H3,3
504,65,1,H5,H4,4
721,282,1,H6,H5,5
721,51,1,H7,H6,6
920,250,1,H8,H7,7
920,17,1,H9,H8,8
972,52,1,H11,H10,9
972,20,1,H12,H11,10
994,42,1,H13,H12,11
1051,99,1,H14,H13,12
1051,3,1,H15,H14,13
1096,48,1,H16,H15,14
1096,1,1,H17,H16,15
1102,7,1,H18,H17,16
1113,18,1,H19,H18,17
1121,26,1,H20,H19,18
1126,31,1,H21,H20,19
1244,149,1,H22,H21,20
1244,53,1,H23,H22,21
1384,193,1,H24,H23,22
1418,227,1,H25,H24,23
1418,224,1,H26,H25,24
1487,293,1,H27,H26,25
1487,85,1,H28,H27,26
1512,110,1,H29,H28,27
1614,212,1,H30,H29,28
1614,78,1,H31,H30,29
1614,15,1,H32,H31,30
1672,73,1,H33,H32,31
1674,75,1,H34,H33,32
1674,19,1,H35,H34,33
1674,9,1,H36,H35,34
1685,20,1,H37,H36,35
1783,118,1,H38,H37,36
1831,166,1,H39,H38,37
1831,106,1,H40,H39,38
1831,55,1,H41,H40,39
1831,2,1,H42,H41,40
1936,105,1,H44,H43,41
1936,75,1,H45,H44,42
1936,60,1,H46,H45,43
1936,18,1,H47,H46,44
1936,13,1,H48,H47,45
1942,19,1,H49,H48,46
1942,13,1,H50,H49,47
2020,91,1,H51,H50,48
2020,36,1,H52,H51,49
2064,80,1,H53,H52,50
2064,55,1,H54,H53,51
2087,78,1,H55,H54,52
2144,135,1,H56,H55,53
2159,150,1,H57,H56,54
2159,16,1,H58,H57,55
2462,319,1,H59,H58,56
2462,190,1,H60,H59,57
2462,170,1,H61,H60,58
2462,60,1,H62,H61,59
2703,301,1,H63,H62,60
2703,166,1,H64,H63,61
2703,27,1,H65,H64,62
2791,115,1,H66,H65,63
2864,188,1,H67,H66,64
2864,139,1,H68,H67,65
2953,228,1,H69,H68,66
2953,74,1,H70,H69,67
2989,110,1,H71,H70,68
2989,7,1,H72,H71,69
3090,108,1,H73,H72,70
3090,15,1,H74,H73,71
3203,128,1,H75,H74,72
3306,231,1,H76,H75,73
3306,46,1,H77,H76,74
3306,7,1,H78,H77,75
3306,4,1,H79,H78,76
3374,72,1,H80,H79,77
3374,16,1,H81,H80,78
3491,133,1,H82,H81,79
3491,93,1,H83,H82,80
3491,68,1,H84,H83,81
3533,110,1,H85,H84,82
3533,16,1,H86,H85,83
3577,60,1,H87,H86,84
3577,4,1,H88,H87,85
3651,78,1,H89,H88,86
3729,156,1,H90,H89,87
3729,16,1,H91,H90,88
3829,116,1,H92,H91,89
4223,510,1,H93,H92,90
4223,38,1,H94,H93,91
4223,23,1,H95,H94,92
4228,28,1,H96,H95,93
4378,178,1,H97,H96,94
4378,8,1,H98,H97,95
4518,148,1,H99,H98,96
4518,30,1,H100,H99,97
4488,140,1,H1,H100,98
