P_prefix,amount,day,payee,payer,step
151,151,1,H3,H2,1
256,105,1,H8,H7,2
466,210,1,H13,H12,3
568,102,1,H18,H17,4
707,139,1,H23,H22,5
819,112,1,H28,H27,6
923,104,1,H33,H32,7
1011,88,1,H38,H37,8
1228,217,1,H43,H42,9
1414,186,1,H48,H47,10
1589,175,1,H53,H52,11
1630,41,1,H58,H57,12
1708,78,1,H63,H62,13
1775,67,1,H68,H67,14
1969,194,1,H73,H72,15
2008,39,1,H78,H77,16
2096,88,1,H83,H82,17
2192,96,1,H88,H87,18
2432,240,1,H93,H92,19
2552,120,1,H98,H97,20
17,17,3,H4,H3,1
41,24,3,H9,H8,2
82,41,3,H14,H13,3
214,132,3,H19,H18,4
357,143,3,H24,H23,5
378,21,3,H29,H28,6
513,135,3,H34,H33,7
722,209,3,H39,H38,8
811,89,3,H44,H43,9
1057,246,3,H49,H48,10
1140,83,3,H54,H53,11
1207,67,3,H59,H58,12
1263,56,3,H64,H63,13
1291,28,3,H69,H68,14
1422,131,3,H74,H73,15
1436,14,3,H79,H78,16
1468,32,3,H84,H83,17
1603,135,3,H89,H88,18
1647,44,3,H94,H93,19
1881,234,3,H99,H98,20
76,76,5,H5,H4,1
156,80,5,H10,H9,2
192,36,5,H15,H14,3
354,162,5,H20,H19,4
419,65,5,H25,H24,5
443,24,5,H30,H29,6
465,22,5,H35,H34,7
514,49,5,H40,H39,8
621,107,5,H45,H44,9
647,26,5,H50,H49,10
864,217,5,H55,H54,11
876,12,5,H60,H59,12
911,35,5,H65,H64,13
1043,132,5,H70,H69,14
1097,54,5,H75,H74,15
1135,38,5,H80,H79,16
1341,206,5,H85,H84,17
1391,50,5,H90,H89,18
1503,112,5,H95,H94,19
1578,75,5,H100,H99,20
335,335,7,H6,H5,1
365,30,7,H11,H10,2
418,53,7,H16,H15,3
503,85,7,H21,H20,4
607,104,7,H26,H25,5
712,105,7,H31,H30,6
748,36,7,H36,H35,7
875,127,7,H41,H40,8
953,78,7,H46,H45,9
1195,242,7,H51,H50,10
1217,22,7,H56,H55,11
1455,238,7,H61,H60,12
1525,70,7,H66,H65,13
1593,68,7,H71,H70,14
1645,52,7,H76,H75,15
1744,99,7,H81,H80,16
1773,29,7,H86,H85,17
1873,100,7,H91,H90,18
1959,86,7,H96,H95,19
2081,122,7,H1,H100,20
130,130,9,H2,H1,1
373,243,9,H7,H6,2
513,140,9,H12,H11,3
570,57,9,H17,H16,4
619,49,9,H22,H21,5
654,35,9,H27,H26,6
838,184,9,H32,H31,7
887,49,9,H37,H36,8
905,18,9,H42,H41,9
1020,115,9,H47,H46,10
1062,42,9,H52,H51,11
1144,82,9,H57,H56,12
1249,105,9,H62,H61,13
1398,149,9,H67,H66,14
1474,76,9,H72,H71,15
1581,107,9,H77,H76,16
1725,144,9,H82,H81,17
1785,60,9,H87,H86,18
1791,6,9,H92,H91,19
1861,70,9,H97,H96,20
