agent_id,agent_kind,agent_name,amount,assets_cash,item_name,item_type,liabilities_cash,net_financial,total_financial_assets,total_financial_liabilities,total_inventory_value,total_nonfinancial_value
CB,,,,,,,2500.0,-2500.0,0,2500.0,0.0,0.0
H1,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H2,,,,,,,,0,0,0,0.0,0.0
H3,,,,17.0,,,,17.0,17.0,0,0.0,0.0
H4,,,,56.0,,,,56.0,56.0,0,0.0,0.0
H5,,,,2,,,,2,2,0,0.0,0.0
H6,,,,42.0,,,,42.0,42.0,0,0.0,0.0
H7,,,,8,,,,8,8,0,0.0,0.0
H8,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H9,,,,15.0,,,,15.0,15.0,0,0.0,0.0
H10,,,,10,,,,10,10,0,0.0,0.0
H11,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H12,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H13,,,,,,,,0,0,0,0.0,0.0
H14,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H15,,,,33.0,,,,33.0,33.0,0,0.0,0.0
H16,,,,40.0,,,,40.0,40.0,0,0.0,0.0
H17,,,,27.0,,,,27.0,27.0,0,0.0,0.0
H18,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H19,,,,22.0,,,,22.0,22.0,0,0.0,0.0
H20,,,,3,,,,3,3,0,0.0,0.0
H21,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H22,,,,17.0,,,,17.0,17.0,0,0.0,0.0
H23,,,,33.0,,,,33.0,33.0,0,0.0,0.0
H24,,,,,,,,0,0,0,0.0,0.0
H25,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H26,,,,26.0,,,,26.0,26.0,0,0.0,0.0
H27,,,,48.0,,,,48.0,48.0,0,0.0,0.0
H28,,,,19.0,,,,19.0,19.0,0,0.0,0.0
H29,,,,7,,,,7,7,0,0.0,0.0
H30,,,,26.0,,,,26.0,26.0,0,0.0,0.0
H31,,,,24,,,,24,24,0,0.0,0.0
H32,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H33,,,,22.0,,,,22.0,22.0,0,0.0,0.0
H34,,,,3,,,,3,3,0,0.0,0.0
H35,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H36,,,,18.0,,,,18.0,18.0,0,0.0,0.0
H37,,,,32.0,,,,32.0,32.0,0,0.0,0.0
H38,,,,20.0,,,,20.0,20.0,0,0.0,0.0
H39,,,,30.0,,,,30.0,30.0,0,0.0,0.0
H40,,,,,,,,0,0,0,0.0,0.0
H41,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H42,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H43,,,,40.0,,,,40.0,40.0,0,0.0,0.0
H44,,,,35.0,,,,35.0,35.0,0,0.0,0.0
H45,,,,,,,,0,0,0,0.0,0.0
H46,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H47,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H48,,,,,,,,0,0,0,0.0,0.0
H49,,,,43.0,,,,43.0,43.0,0,0.0,0.0
H50,,,,32.0,,,,32.0,32.0,0,0.0,0.0
H51,,,,2.0,,,,2.0,2.0,0,0.0,0.0
H52,,,,23,,,,23,23,0,0.0,0.0
H53,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H54,,,,25,,,,25,25,0,0.0,0.0
H55,,,,25.0,,,,25.0,25.0,0,0.0,0.0
H56,,,,34.0,,,,34.0,34.0,0,0.0,0.0
H57,,,,16,,,,16,16,0,0.0,0.0
H58,,,,33.0,,,,33.0,33.0,0,0.0,0.0
H59,,,,42.0,,,,42.0,42.0,0,0.0,0.0
H60,,,,,,,,0,0,0,0.0,0.0
H61,,,,50.0,,,,50.0,50.0,0,0.0,0.0
