P_prefix,amount,day,payee,payer,step
5,5,1,H3,H2,1
7,2,1,H43,H42,2
17,10,1,H63,H62,3
18,1,1,H83,H82,4
26,8,1,H93,H92,5
4,4,2,H2,H1,1
25,21,2,H12,H11,2
48,23,2,H62,H61,3
3,3,3,H11,H10,1
71,68,3,H21,H20,2
161,90,3,H31,H30,3
230,69,3,H41,H40,4
231,1,3,H51,H50,5
321,90,3,H61,H60,6
325,4,3,H71,H70,7
347,22,3,H81,H80,8
349,2,3,H91,H90,9
1,1,4,H10,H9,1
13,12,4,H30,H29,2
14,1,4,H40,H39,3
41,27,4,H50,H49,4
58,17,4,H60,H59,5
68,10,4,H70,H69,6
70,2,4,H80,H79,7
114,44,4,H90,H89,8
41,41,5,H39,H38,1
52,11,5,H79,H78,2
90,38,5,H99,H98,3
17,17,6,H28,H27,1
84,67,6,H48,H47,2
92,8,6,H68,H67,3
93,1,6,H88,H87,4
28,28,7,H47,H46,1
35,7,7,H57,H56,2
52,17,7,H77,H76,3
54,2,7,H87,H86,4
1,1,8,H26,H25,1
84,83,8,H36,H35,2
116,32,8,H46,H45,3
127,11,8,H56,H55,4
131,4,8,H76,H75,5
6,6,9,H5,H4,1
8,2,9,H35,H34,2
93,85,9,H45,H44,3
113,20,9,H55,H54,4
187,74,9,H65,H64,5
208,21,9,H85,H84,6
99,99,10,H4,H3,1
109,10,10,H54,H53,2
134,25,10,H64,H63,3
136,2,10,H74,H73,4
167,31,10,H84,H83,5
