P_prefix,amount,day,payee,payer,step
47,47,1,H13,H12,1
73,26,1,H23,H22,2
121,48,1,H63,H62,3
43,43,2,H12,H11,1
14,14,3,H11,H10,1
30,16,3,H61,H60,2
57,27,3,H71,H70,3
50,50,4,H70,H69,1
74,24,4,H80,H79,2
115,41,4,H90,H89,3
23,23,5,H9,H8,1
47,24,5,H59,H58,2
47,47,6,H68,H67,1
80,33,6,H78,H77,2
21,21,7,H17,H16,1
56,35,7,H27,H26,2
99,43,7,H37,H36,3
124,25,7,H47,H46,4
149,25,7,H67,H66,5
186,37,7,H97,H96,6
19,19,8,H6,H5,1
37,18,8,H36,H35,2
82,45,8,H46,H45,3
129,47,8,H56,H55,4
160,31,8,H96,H95,5
45,45,9,H25,H24,1
70,25,9,H35,H34,2
80,10,9,H45,H44,3
119,39,9,H55,H54,4
157,38,9,H85,H84,5
185,28,9,H95,H94,6
86,86,10,H4,H3,1
136,50,10,H24,H23,2
209,73,10,H54,H53,3
229,20,10,H64,H63,4
257,28,10,H74,H73,5
264,7,10,H84,H83,6
