P_prefix,amount,day,payee,payer,step
41,41,1,H88,H87,1
49,49,3,H61,H60,1
98,49,3,H96,H95,2
79,79,5,H9,H8,1
154,75,5,H34,H33,2
201,47,5,H39,H38,3
269,68,5,H44,H43,4
322,53,5,H59,H58,5
418,96,5,H64,H63,6
509,91,5,H74,H73,7
589,80,5,H89,H88,8
671,82,5,H94,H93,9
706,35,5,H99,H98,10
73,73,7,H7,H6,1
123,50,7,H12,H11,2
211,88,7,H17,H16,3
307,96,7,H27,H26,4
376,69,7,H37,H36,5
417,41,7,H42,H41,6
510,93,7,H47,H46,7
597,87,7,H52,H51,8
661,64,7,H67,H66,9
704,43,7,H72,H71,10
754,50,7,H82,H81,11
827,73,7,H87,H86,12
919,92,7,H92,H91,13
990,71,7,H97,H96,14
150,150,9,H5,H4,1
212,62,9,H10,H9,2
333,121,9,H15,H14,3
480,147,9,H20,H19,4
546,66,9,H25,H24,5
625,79,9,H30,H29,6
703,78,9,H35,H34,7
814,111,9,H45,H44,8
901,87,9,H50,H49,9
1018,117,9,H55,H54,10
1128,110,9,H65,H64,11
1202,74,9,H70,H69,12
1252,50,9,H75,H74,13
1283,31,9,H90,H89,14
1338,55,9,H95,H94,15
1383,45,9,H100,H99,16
