P_prefix,amount,day,payee,payer,step
122,122,1,H13,H12,1
194,72,1,H43,H42,2
212,18,1,H63,H62,3
406,194,1,H83,H82,4
513,107,1,H93,H92,5
3,3,2,H2,H1,1
6,3,2,H72,H71,2
9,3,2,H82,H81,3
29,29,3,H31,H30,1
32,3,3,H51,H50,2
49,17,3,dealer_short,H60,3
280,231,3,H71,H70,4
327,47,3,dealer_short,H90,5
27,27,4,dealer_short,H19,1
29,2,4,H30,H29,2
158,129,4,H40,H39,3
270,112,4,dealer_short,H69,4
327,57,4,H80,H79,5
372,45,4,H90,H89,6
2,2,5,H19,H18,1
32,30,5,H29,H28,2
137,105,5,H39,H38,3
139,2,5,H49,H48,4
141,2,5,H79,H78,5
1120,979,5,H89,H88,6
1236,116,5,H99,H98,7
22,22,6,H28,H27,1
32,10,6,H38,H37,2
242,210,6,H48,H47,3
271,29,6,H88,H57,4
374,103,6,H78,H77,5
6,6,7,H89,H6,1
11,5,7,H17,H16,2
36,25,7,H37,H36,3
130,94,7,dealer_short,H46,4
139,9,7,H57,H56,5
163,24,7,H67,H66,6
166,3,7,dealer_short,H86,7
178,12,7,H97,H96,8
2,2,8,H16,H15,1
91,89,8,H26,H25,2
132,41,8,H36,H35,3
191,59,8,H56,H55,4
434,243,8,H66,H65,5
451,17,8,H76,H75,6
667,216,8,H86,H85,7
710,43,8,H96,H95,8
23,23,9,H45,H44,1
24,1,9,H55,H54,2
184,160,9,H89,H64,3
279,95,9,H75,H74,4
316,37,9,H89,H84,5
1,1,10,H4,H3,1
24,23,10,H24,H23,2
25,1,10,dealer_short,H33,3
75,50,10,H44,H43,4
96,21,10,H54,H53,5
97,1,10,H94,H93,6
