P_prefix,amount,day,payee,payer,step
44,44,1,H3,H2,1
219,175,1,H8,H7,2
226,7,1,H13,H12,3
422,196,1,H18,H17,4
477,55,1,H23,H22,5
601,124,1,H28,H27,6
671,70,1,H33,H32,7
966,295,1,H43,H42,8
1034,68,1,H48,H47,9
1102,68,1,H53,H52,10
1192,90,1,dealer_short,H57,11
1223,31,1,H63,H62,12
1355,132,1,H68,H67,13
1467,112,1,H73,H72,14
1472,5,1,H78,H77,15
1598,126,1,H83,H82,16
1687,89,1,H88,H87,17
1779,92,1,H93,H92,18
1886,107,1,H98,H97,19
192,192,3,H6,H5,1
228,36,3,H11,H10,2
406,178,3,H16,H15,3
440,34,3,H21,H20,4
449,9,3,H26,H25,5
526,77,3,H31,H30,6
686,160,3,H36,H35,7
741,55,3,H41,H40,8
764,23,3,H46,H45,9
835,71,3,H51,H50,10
1039,204,3,H56,H55,11
1091,52,3,H61,H60,12
1253,162,3,H66,H65,13
1354,101,3,H71,H70,14
1419,65,3,H76,H75,15
1482,63,3,H81,H80,16
1619,137,3,H86,H85,17
1718,99,3,H91,H90,18
1800,82,3,H96,H95,19
1928,128,3,H1,H100,20
112,112,5,H4,H3,1
144,32,5,H9,H8,2
227,83,5,H14,H13,3
403,176,5,H19,H18,4
476,73,5,H24,H23,5
614,138,5,H29,H28,6
618,4,5,H34,H33,7
692,74,5,H39,H38,8
726,34,5,H44,H43,9
739,13,5,H49,H48,10
892,153,5,H54,H53,11
1108,216,5,H59,H58,12
1171,63,5,H64,H63,13
1196,25,5,H69,H68,14
1210,14,5,H74,H73,15
1235,25,5,H79,H78,16
1413,178,5,H84,H83,17
1458,45,5,H89,H88,18
1591,133,5,H94,H93,19
1724,133,5,H99,H98,20
178,178,7,H2,H1,1
270,92,7,H7,H6,2
427,157,7,H12,H11,3
519,92,7,H17,H16,4
650,131,7,H22,H21,5
658,8,7,H27,H26,6
728,70,7,H32,H31,7
750,22,7,dealer_short,H36,8
849,99,7,dealer_short,H41,9
890,41,7,H47,H46,10
948,58,7,H52,H51,11
1073,125,7,H57,H56,12
1168,95,7,H62,H61,13
1262,94,7,H67,H66,14
1358,96,7,H72,H71,15
1428,70,7,H77,H76,16
1620,192,7,H82,H81,17
1736,116,7,H87,H86,18
1817,81,7,H92,H91,19
1940,123,7,H97,H96,20
129,129,9,H5,H4,1
145,16,9,H10,H9,2
175,30,9,H15,H14,3
343,168,9,H20,H19,4
440,97,9,H25,H24,5
546,106,9,H30,H29,6
675,129,9,H35,H34,7
864,189,9,H40,H39,8
954,90,9,H45,H44,9
1026,72,9,H50,H49,10
1099,73,9,dealer_short,H54,11
1161,62,9,H60,H59,12
1322,161,9,H65,H64,13
1463,141,9,H70,H69,14
1514,51,9,H75,H74,15
1670,156,9,H80,H79,16
1787,117,9,H85,H84,17
1845,58,9,H90,H89,18
2030,185,9,H95,H94,19
2076,46,9,H100,H99,20
