P_prefix,amount,day,payee,payer,step
238,238,1,H3,H2,1
381,143,1,H8,H7,2
429,48,1,H18,H17,3
541,112,1,H23,H22,4
576,35,1,H28,H27,5
606,30,1,H33,H32,6
634,28,1,H38,H37,7
637,3,1,H43,H42,8
691,54,1,H48,H47,9
966,275,1,H53,H52,10
1035,69,1,H58,H57,11
1073,38,1,H63,H62,12
1087,14,1,H68,H67,13
1127,40,1,H73,H72,14
1155,28,1,H78,H77,15
1479,324,1,H83,H82,16
1509,30,1,H88,H87,17
1541,32,1,H93,H92,18
1818,277,1,H98,H97,19
65,65,3,H4,H3,1
205,140,3,H9,H8,2
353,148,3,H14,H13,3
415,62,3,H19,H18,4
456,41,3,H24,H23,5
466,10,3,H29,H28,6
628,162,3,H34,H33,7
673,45,3,H39,H38,8
793,120,3,H44,H43,9
835,42,3,H49,H48,10
859,24,3,H54,H53,11
939,80,3,H59,H58,12
1084,145,3,H64,H63,13
1197,113,3,H69,H68,14
1219,22,3,H74,H73,15
1414,195,3,H79,H78,16
1456,42,3,H84,H83,17
1545,89,3,H89,H88,18
1672,127,3,H94,H93,19
1792,120,3,H99,H98,20
134,134,5,H5,H4,1
345,211,5,H10,H9,2
377,32,5,H15,H14,3
405,28,5,H20,H19,4
521,116,5,H25,H24,5
643,122,5,H30,H29,6
796,153,5,H35,H34,7
1138,342,5,H40,H39,8
1323,185,5,H45,H44,9
1351,28,5,H50,H49,10
1433,82,5,H55,H54,11
1730,297,5,H60,H59,12
1789,59,5,H65,H64,13
1817,28,5,H70,H69,14
2074,257,5,H75,H74,15
2163,89,5,H80,H79,16
2220,57,5,H85,H84,17
2358,138,5,H90,H89,18
2390,32,5,H95,H94,19
2487,97,5,H100,H99,20
298,298,7,H6,H5,1
302,4,7,H11,H10,2
448,146,7,H16,H15,3
464,16,7,H21,H20,4
898,434,7,H26,H25,5
955,57,7,H31,H30,6
1019,64,7,H36,H35,7
1046,27,7,H41,H40,8
1051,5,7,H46,H45,9
1103,52,7,H51,H50,10
1213,110,7,H56,H55,11
1233,20,7,H61,H60,12
1286,53,7,H66,H65,13
1352,66,7,H71,H70,14
1457,105,7,H76,H75,15
1472,15,7,H81,H80,16
1482,10,7,H86,H85,17
1565,83,7,H91,H90,18
1668,103,7,H96,H95,19
1686,18,7,H1,H100,20
103,103,9,H2,H1,1
182,79,9,H7,H6,2
202,20,9,H12,H11,3
222,20,9,H17,H16,4
298,76,9,H22,H21,5
304,6,9,H27,H26,6
366,62,9,H32,H31,7
554,188,9,H37,H36,8
570,16,9,H42,H41,9
640,70,9,H47,H46,10
656,16,9,H52,H51,11
771,115,9,H57,H56,12
795,24,9,H62,H61,13
803,8,9,H67,H66,14
832,29,9,H72,H71,15
904,72,9,H77,H76,16
925,21,9,H82,H81,17
1148,223,9,H87,H86,18
1198,50,9,H92,H91,19
1538,340,9,H97,H96,20
