P_prefix,amount,day,payee,payer,step
17,17,1,H23,H22,1
59,42,1,H33,H32,2
237,178,1,H43,H42,3
268,31,1,H83,H82,4
297,29,1,H93,H92,5
28,28,2,H6,H5,1
136,108,2,H16,H15,2
146,10,2,H36,H35,3
185,39,2,H46,H45,4
195,10,2,H56,H55,5
208,13,2,H66,H65,6
209,1,2,H76,H75,7
227,18,2,H86,H85,8
235,8,2,H96,H95,9
125,125,3,H9,H8,1
129,4,3,H19,H18,2
148,19,3,H29,H28,3
185,37,3,H39,H38,4
211,26,3,H49,H48,5
290,79,3,H59,H58,6
296,6,3,H69,H68,7
304,8,3,H79,H78,8
352,48,3,H89,H88,9
389,37,3,H99,H98,10
58,58,4,H2,H1,1
188,130,4,H12,H11,2
279,91,4,H22,H21,3
355,76,4,H52,H51,4
368,13,4,H72,H71,5
498,130,4,H82,H81,6
61,61,5,H15,H14,1
68,7,5,H25,H24,2
81,13,5,H45,H44,3
162,81,5,H65,H64,4
207,45,5,H75,H74,5
405,198,5,H85,H84,6
433,28,5,H95,H94,7
156,156,6,H28,H27,1
191,35,6,H38,H37,2
200,9,6,H58,H57,3
212,12,6,H68,H67,4
215,3,6,H78,H77,5
331,116,6,H88,H87,6
370,39,6,H98,H97,7
93,93,7,H11,H10,1
168,75,7,H31,H30,2
239,71,7,H41,H40,3
408,169,7,H51,H50,4
600,192,7,H61,H60,5
799,199,7,H71,H70,6
63,63,8,H4,H3,1
119,56,8,H24,H23,2
157,38,8,H34,H33,3
378,221,8,H44,H43,4
410,32,8,H54,H53,5
414,4,8,H64,H63,6
416,2,8,H74,H73,7
418,2,8,H84,H83,8
488,70,8,H94,H93,9
18,18,9,H7,H6,1
140,122,9,H47,H46,2
147,7,9,H57,H56,3
148,1,9,H67,H66,4
287,139,9,H77,H76,5
78,78,10,H20,H19,1
123,45,10,H30,H29,2
135,12,10,H40,H39,3
177,42,10,H50,H49,4
189,12,10,H60,H59,5
206,17,10,H70,H69,6
232,26,10,H80,H79,7
303,71,10,H90,H89,8
535,232,10,H100,H99,9
