P_prefix,amount,day,payee,payer,step
86,86,1,H2,H1,1
86,1,1,H3,H2,2
261,176,1,H4,H3,3
544,459,1,H5,H4,4
544,10,1,H6,H5,5
638,94,1,H9,H8,6
920,282,1,H11,H10,7
920,3,1,H12,H11,8
926,6,1,H15,H14,9
1061,141,1,H16,H15,10
1145,84,1,H20,H19,11
1145,5,1,H21,H20,12
1145,1,1,H22,H21,13
1236,92,1,H23,H22,14
1279,43,1,H26,H25,15
1281,2,1,H28,H27,16
1379,98,1,H31,H30,17
1379,1,1,H32,H31,18
1423,45,1,H33,H32,19
1433,55,1,H34,H33,20
1433,8,1,H35,H34,21
1686,253,1,H38,H37,22
1805,119,1,H41,H40,23
1805,1,1,H42,H41,24
1820,15,1,H44,H43,25
1845,25,1,H46,H45,26
1845,1,1,H47,H46,27
1912,68,1,H48,H47,28
2053,209,1,H49,H48,29
2076,232,1,H50,H49,30
2078,2,1,H53,H52,31
2292,214,1,H56,H55,32
2292,19,1,H57,H56,33
2292,1,1,H58,H57,34
2302,11,1,H59,H58,35
2328,37,1,H60,H59,36
2341,13,1,H62,H61,37
2344,3,1,H64,H63,38
2725,381,1,H68,H67,39
2744,19,1,H72,H71,40
3004,279,1,H73,H72,41
3015,11,1,H75,H74,42
3171,167,1,H76,H75,43
3179,8,1,H78,H77,44
3557,386,1,H79,H78,45
3567,10,1,H81,H80,46
3580,13,1,H83,H82,47
3608,41,1,H84,H83,48
3925,358,1,H85,H84,49
3925,21,1,H86,H85,50
3925,8,1,H87,H86,51
3925,6,1,H88,H87,52
3925,1,1,H89,H88,53
3939,15,1,H90,H89,54
3967,43,1,H91,H90,55
4005,38,1,H94,H93,56
4031,26,1,H96,H95,57
4091,60,1,H99,H98,58
