P_prefix,amount,day,payee,payer,step
44,44,1,H2,H1,1
83,83,1,H3,H2,2
189,106,1,H5,H4,3
189,93,1,H6,H5,4
269,80,1,H8,H7,5
279,90,1,H9,H8,6
279,84,1,H10,H9,7
279,64,1,H11,H10,8
325,110,1,H12,H11,9
325,35,1,H13,H12,10
339,49,1,H14,H13,11
410,71,1,H16,H15,12
479,69,1,H18,H17,13
484,74,1,H19,H18,14
509,99,1,H20,H19,15
649,140,1,H22,H21,16
649,88,1,H23,H22,17
666,105,1,H24,H23,18
666,57,1,H25,H24,19
820,154,1,H27,H26,20
820,116,1,H28,H27,21
820,77,1,H29,H28,22
932,112,1,H31,H30,23
932,89,1,H32,H31,24
932,88,1,H33,H32,25
980,136,1,H34,H33,26
980,36,1,H35,H34,27
1028,48,1,H37,H36,28
1028,24,1,H38,H37,29
1069,41,1,H40,H39,30
1167,98,1,H42,H41,31
1190,121,1,H43,H42,32
1190,64,1,H44,H43,33
1190,43,1,H45,H44,34
1277,87,1,H48,H47,35
1277,68,1,H49,H48,36
1287,78,1,H50,H49,37
1313,104,1,H51,H50,38
1313,76,1,H52,H51,39
1324,87,1,H53,H52,40
1324,86,1,H54,H53,41
1324,83,1,H55,H54,42
1354,113,1,H56,H55,43
1365,124,1,H57,H56,44
1365,46,1,H58,H57,45
1368,49,1,H59,H58,46
1468,100,1,H61,H60,47
1475,107,1,H62,H61,48
1475,49,1,H63,H62,49
1497,71,1,H64,H63,50
1545,119,1,H65,H64,51
1545,70,1,H66,H65,52
1595,120,1,H67,H66,53
1609,134,1,H68,H67,54
1630,155,1,H69,H68,55
1630,132,1,H70,H69,56
1630,68,1,H71,H70,57
1775,145,1,H73,H72,58
1781,151,1,H74,H73,59
1781,90,1,H75,H74,60
1808,117,1,H76,H75,61
1990,182,1,H78,H77,62
1990,54,1,H79,H78,63
2023,87,1,H80,H79,64
2023,75,1,H81,H80,65
2026,78,1,H82,H81,66
2144,118,1,H84,H83,67
2144,83,1,H85,H84,68
2144,33,1,H86,H85,69
2251,107,1,H88,H87,70
2251,46,1,H89,H88,71
2251,37,1,H90,H89,72
2295,44,1,H92,H91,73
2298,47,1,H93,H92,74
2298,35,1,H94,H93,75
2317,54,1,H95,H94,76
2392,75,1,H97,H96,77
2430,38,1,H99,H98,78
2443,51,1,H100,H99,79
2428,80,1,H1,H100,80
