P_prefix,amount,day,payee,payer,step
70,70,1,H13,H12,1
120,50,1,H23,H22,2
214,94,1,H33,H32,3
242,28,1,H43,H42,4
298,56,1,H53,H52,5
326,28,1,H73,H72,6
369,43,1,H83,H82,7
373,4,1,H93,H92,8
53,53,2,H12,H11,1
62,9,2,H22,H21,2
130,68,2,H32,H31,3
200,70,2,H52,H51,4
237,37,2,H92,H91,5
79,79,3,H21,H20,1
124,45,3,H41,H40,2
217,93,3,H51,H50,3
234,17,3,H61,H60,4
327,93,3,H71,H70,5
335,8,3,H81,H80,6
348,13,3,H91,H90,7
24,24,4,H10,H9,1
61,37,4,H20,H19,2
84,23,4,H30,H29,3
116,32,4,H40,H39,4
206,90,4,H90,H89,5
226,20,4,H100,H99,6
17,17,5,H19,H18,1
29,12,5,H29,H28,2
55,26,5,H39,H38,3
135,80,5,H69,H68,4
200,65,5,H89,H88,5
77,77,6,H18,H17,1
94,17,6,H38,H37,2
134,40,6,H78,H77,3
206,72,6,H88,H87,4
6,6,7,H7,H6,1
44,38,7,H17,H16,2
48,4,7,H27,H26,3
67,19,7,H37,H36,4
124,57,7,H57,H56,5
214,90,7,H67,H66,6
244,30,7,H77,H76,7
291,47,7,H87,H86,8
312,21,7,H97,H96,9
66,66,8,H26,H25,1
130,64,8,H36,H35,2
146,16,8,H46,H45,3
233,87,8,H56,H55,4
244,11,8,H66,H65,5
258,14,8,H76,H75,6
270,12,8,H86,H85,7
309,39,8,H96,H95,8
23,23,9,H25,H24,1
103,80,9,H35,H34,2
139,36,9,H45,H44,3
171,32,9,H55,H54,4
179,8,9,H65,H64,5
217,38,9,H85,H84,6
295,78,9,H95,H94,7
1,1,10,H4,H3,1
125,124,10,H14,H13,2
235,110,10,H34,H33,3
251,16,10,H44,H43,4
375,124,10,H54,H53,5
465,90,10,H64,H63,6
