P_prefix,amount,day,payee,payer,step
257,257,1,H3,H2,1
316,59,1,H8,H7,2
347,31,1,H13,H12,3
499,152,1,H18,H17,4
607,108,1,H23,H22,5
618,11,1,H28,H27,6
788,170,1,H33,H32,7
825,37,1,H38,H37,8
938,113,1,H43,H42,9
997,59,1,H48,H47,10
1003,6,1,H53,H52,11
1183,180,1,H58,H57,12
1256,73,1,H63,H62,13
1311,55,1,H68,H67,14
1382,71,1,H73,H72,15
1479,97,1,H78,H77,16
1571,92,1,H83,H82,17
1833,262,1,H88,H87,18
1970,137,1,H93,H92,19
1995,25,1,H98,H97,20
65,65,3,H6,H5,1
320,255,3,H11,H10,2
419,99,3,H16,H15,3
517,98,3,H21,H20,4
618,101,3,H26,H25,5
729,111,3,H31,H30,6
749,20,3,H36,H35,7
810,61,3,H41,H40,8
848,38,3,H46,H45,9
963,115,3,H51,H50,10
1004,41,3,H56,H55,11
1048,44,3,H61,H60,12
1137,89,3,H66,H65,13
1178,41,3,H71,H70,14
1288,110,3,H76,H75,15
1453,165,3,H81,H80,16
1461,8,3,H86,H85,17
1600,139,3,H91,H90,18
1807,207,3,H96,H95,19
1849,42,3,H1,H100,20
218,218,5,H4,H3,1
398,180,5,H9,H8,2
596,198,5,H14,H13,3
614,18,5,H19,H18,4
703,89,5,H24,H23,5
771,68,5,H29,H28,6
874,103,5,H34,H33,7
921,47,5,H39,H38,8
953,32,5,H44,H43,9
1002,49,5,H49,H48,10
1049,47,5,H54,H53,11
1161,112,5,H59,H58,12
1516,355,5,H64,H63,13
1637,121,5,H69,H68,14
1675,38,5,H74,H73,15
1767,92,5,H79,H78,16
1922,155,5,H84,H83,17
1924,2,5,H89,H88,18
2013,89,5,H94,H93,19
46,46,7,H2,H1,1
180,134,7,H7,H6,2
208,28,7,H12,H11,3
283,75,7,H17,H16,4
317,34,7,H22,H21,5
516,199,7,H27,H26,6
595,79,7,H32,H31,7
765,170,7,H37,H36,8
834,69,7,H42,H41,9
956,122,7,H47,H46,10
1106,150,7,H52,H51,11
1304,198,7,H57,H56,12
1332,28,7,H62,H61,13
1385,53,7,H67,H66,14
1451,66,7,H72,H71,15
1464,13,7,H77,H76,16
1477,13,7,H82,H81,17
1750,273,7,H87,H86,18
1786,36,7,H92,H91,19
1874,88,7,H97,H96,20
187,187,9,H5,H4,1
212,25,9,H10,H9,2
316,104,9,H15,H14,3
437,121,9,H20,H19,4
519,82,9,H25,H24,5
549,30,9,H30,H29,6
722,173,9,H35,H34,7
969,247,9,H40,H39,8
1010,41,9,H45,H44,9
1142,132,9,H50,H49,10
1225,83,9,H55,H54,11
1232,7,9,H60,H59,12
1280,48,9,H65,H64,13
1310,30,9,H70,H69,14
1446,136,9,H75,H74,15
1536,90,9,H80,H79,16
1626,90,9,H85,H84,17
1706,80,9,H90,H89,18
1741,35,9,H95,H94,19
1751,10,9,H100,H99,20
