P_prefix,amount,day,payee,payer,step
6,6,1,H33,H32,1
20,14,1,H63,H62,2
41,21,1,H73,H72,3
77,36,1,H93,H92,4
36,36,2,H2,H1,1
51,15,2,H32,H31,2
108,57,2,H52,H51,3
150,42,2,H82,H81,4
18,18,3,H11,H10,1
26,8,3,H31,H30,2
42,16,3,dealer_short,H40,3
89,47,3,dealer_short,H60,4
123,34,3,H71,H70,5
243,120,3,H91,H90,6
308,65,3,H1,H100,7
10,10,4,H10,H9,1
27,17,4,H20,H19,2
81,54,4,H30,H29,3
102,21,4,H40,H39,4
141,39,4,H50,H49,5
190,49,4,H60,H59,6
275,85,4,dealer_short,H99,7
86,86,5,H9,H8,1
90,4,5,H19,H18,2
155,65,5,dealer_short,H28,3
248,93,5,H39,H38,4
262,14,5,H59,H58,5
379,117,5,dealer_short,H68,6
395,16,5,dealer_short,H78,7
439,44,5,dealer_short,H88,8
40,40,6,H38,H7,1
64,24,6,H18,H17,2
70,6,6,H58,H57,3
91,21,6,H88,H87,4
109,18,6,dealer_short,H97,5
21,21,7,H17,H16,1
183,162,7,H57,H56,2
211,28,7,dealer_short,H66,3
305,94,7,H97,H96,4
47,47,8,dealer_short,H5,1
111,64,8,H16,H15,2
238,127,8,H26,H25,3
282,44,8,dealer_short,H35,4
299,17,8,dealer_short,H45,5
399,100,8,H66,H65,6
428,29,8,dealer_short,H75,7
584,156,8,dealer_short,H95,8
32,32,9,H5,H4,1
87,55,9,dealer_short,H14,2
248,161,9,dealer_short,H24,3
342,94,9,dealer_short,H54,4
501,159,9,dealer_short,H64,5
515,14,9,H75,H74,6
519,4,9,dealer_short,H84,7
670,151,9,dealer_short,H94,8
8,8,10,H4,H3,1
106,98,10,dealer_short,H23,2
115,9,10,dealer_short,H33,3
154,39,10,dealer_short,H43,4
211,57,10,H74,H73,5
236,25,10,H84,H83,6
