P_prefix,amount,day,payee,payer,step
61,61,1,H3,H2,1
189,128,1,H13,H12,2
281,92,1,H23,H22,3
454,173,1,H33,H32,4
548,94,1,H43,H42,5
631,83,1,H53,H52,6
658,27,1,H63,H62,7
761,103,1,H73,H72,8
794,33,1,H83,H82,9
900,106,1,H93,H92,10
94,94,2,H2,H1,1
219,125,2,H12,H11,2
344,125,2,H22,H21,3
383,39,2,H32,H31,4
453,70,2,H42,H41,5
471,18,2,H52,H51,6
524,53,2,H62,H61,7
633,109,2,H72,H71,8
647,14,2,H82,H81,9
736,89,2,H92,H91,10
65,65,3,H11,H10,1
110,45,3,H21,H20,2
269,159,3,H31,H30,3
389,120,3,H41,H40,4
522,133,3,H51,H50,5
720,198,3,H61,H60,6
736,16,3,H71,H70,7
833,97,3,H81,H80,8
902,69,3,H91,H90,9
944,42,3,H1,H100,10
57,57,4,H10,H9,1
123,66,4,H20,H19,2
207,84,4,H30,H29,3
324,117,4,H40,H39,4
366,42,4,H50,H49,5
395,29,4,H60,H59,6
430,35,4,H70,H69,7
513,83,4,H80,H79,8
736,223,4,H90,H89,9
958,222,4,H100,H99,10
168,168,5,H9,H8,1
247,79,5,H19,H18,2
434,187,5,H29,H28,3
766,332,5,H39,H38,4
830,64,5,H49,H48,5
890,60,5,H59,H58,6
914,24,5,H69,H68,7
1142,228,5,H79,H78,8
1273,131,5,H89,H88,9
1322,49,5,H99,H98,10
81,81,6,H8,H7,1
340,259,6,H18,H17,2
383,43,6,H28,H27,3
458,75,6,H38,H37,4
490,32,6,H48,H47,5
626,136,6,H58,H57,6
744,118,6,H68,H67,7
839,95,6,H78,H77,8
922,83,6,H88,H87,9
982,60,6,H98,H97,10
131,131,7,H7,H6,1
139,8,7,H17,H16,2
268,129,7,H27,H26,3
318,50,7,H37,H36,4
484,166,7,H47,H46,5
517,33,7,H57,H56,6
603,86,7,H67,H66,7
728,125,7,H77,H76,8
750,22,7,H87,H86,9
903,153,7,H97,H96,10
37,37,8,H6,H5,1
56,19,8,H16,H15,2
205,149,8,H26,H25,3
297,92,8,H36,H35,4
411,114,8,H46,H45,5
499,88,8,H56,H55,6
542,43,8,H66,H65,7
665,123,8,H76,H75,8
771,106,8,H86,H85,9
802,31,8,H96,H95,10
76,76,9,H5,H4,1
152,76,9,H15,H14,2
226,74,9,H25,H24,3
337,111,9,H35,H34,4
425,88,9,H45,H44,5
528,103,9,H55,H54,6
624,96,9,H65,H64,7
691,67,9,H75,H74,8
801,110,9,H95,H94,9
92,92,10,H4,H3,1
253,161,10,H14,H13,2
328,75,10,H24,H23,3
371,43,10,H34,H33,4
426,55,10,H44,H43,5
623,197,10,H54,H53,6
691,68,10,H64,H63,7
776,85,10,H74,H73,8
901,125,10,H84,H83,9
1139,238,10,H94,H93,10
