agent_id,agent_kind,agent_name,amount,assets_cash,item_name,item_type,liabilities_cash,net_financial,total_financial_assets,total_financial_liabilities,total_inventory_value,total_nonfinancial_value
CB,,,,,,,2500.0,-2500.0,0,2500.0,0.0,0.0
H1,,,,,,,,0,0,0,0.0,0.0
H2,,,,49.0,,,,49.0,49.0,0,0.0,0.0
H3,,,,3.0,,,,3.0,3.0,0,0.0,0.0
H4,,,,,,,,0,0,0,0.0,0.0
H5,,,,,,,,0,0,0,0.0,0.0
H6,,,,22.0,,,,22.0,22.0,0,0.0,0.0
H7,,,,82,,,,82,82,0,0.0,0.0
H8,,,,,,,,0,0,0,0.0,0.0
H9,,,,,,,,0,0,0,0.0,0.0
H10,,,,,,,,0,0,0,0.0,0.0
H11,,,,,,,,0,0,0,0.0,0.0
H12,,,,125.0,,,,125.0,125.0,0,0.0,0.0
H13,,,,13.0,,,,13.0,13.0,0,0.0,0.0
H14,,,,,,,,0,0,0,0.0,0.0
H15,,,,,,,,0,0,0,0.0,0.0
H16,,,,,,,,0,0,0,0.0,0.0
H17,,,,112.0,,,,112.0,112.0,0,0.0,0.0
H18,,,,,,,,0,0,0,0.0,0.0
H19,,,,22.0,,,,22.0,22.0,0,0.0,0.0
H20,,,,,,,,0,0,0,0.0,0.0
H21,,,,21.0,,,,21.0,21.0,0,0.0,0.0
H22,,,,82,,,,82,82,0,0.0,0.0
H23,,,,22.0,,,,22.0,22.0,0,0.0,0.0
H24,,,,30.0,,,,30.0,30.0,0,0.0,0.0
H25,,,,7.0,,,,7.0,7.0,0,0.0,0.0
H26,,,,,,,,0,0,0,0.0,0.0
H27,,,,66.0,,,,66.0,66.0,0,0.0,0.0
H28,,,,7.0,,,,7.0,7.0,0,0.0,0.0
H29,,,,,,,,0,0,0,0.0,0.0
H30,,,,41.0,,,,41.0,41.0,0,0.0,0.0
H31,,,,,,,,0,0,0,0.0,0.0
H32,,,,77.0,,,,77.0,77.0,0,0.0,0.0
H33,,,,33.0,,,,33.0,33.0,0,0.0,0.0
H34,,,,,,,,0,0,0,0.0,0.0
H35,,,,,,,,0,0,0,0.0,0.0
H36,,,,,,,,0,0,0,0.0,0.0
H37,,,,92.0,,,,92.0,92.0,0,0.0,0.0
H38,,,,,,,,0,0,0,0.0,0.0
H39,,,,58.0,,,,58.0,58.0,0,0.0,0.0
H40,,,,,,,,0,0,0,0.0,0.0
H41,,,,49.0,,,,49.0,49.0,0,0.0,0.0
H42,,,,18,,,,18,18,0,0.0,0.0
H43,,,,,,,,0,0,0,0.0,0.0
H44,,,,,,,,0,0,0,0.0,0.0
H45,,,,,,,,0,0,0,0.0,0.0
H46,,,,113.0,,,,113.0,113.0,0,0.0,0.0
H47,,,,12,,,,12,12,0,0.0,0.0
H48,,,,,,,,0,0,0,0.0,0.0
