P_prefix,amount,day,payee,payer,step
7,7,1,H3,H2,1
16,9,1,H53,H52,2
18,2,1,H83,H82,3
42,24,1,H93,H92,4
65,23,1,H98,H97,5
29,29,3,H4,H3,1
66,37,3,H14,H13,2
94,28,3,H24,H23,3
137,43,3,H29,H28,4
154,17,3,H34,H33,5
184,30,3,H59,H58,6
225,41,3,H74,H73,7
252,27,3,H89,H88,8
53,53,5,H20,H19,1
76,23,5,H25,H24,2
93,17,5,H40,H39,3
146,53,5,H50,H49,4
158,12,5,H75,H74,5
166,8,5,H85,H84,6
187,21,5,H100,H99,7
41,41,7,H26,H25,1
93,52,7,H31,H30,2
160,67,7,H51,H50,3
187,27,7,H56,H55,4
199,12,7,H66,H65,5
251,52,7,H71,H70,6
258,7,7,H81,H80,7
264,6,7,H1,H100,8
82,82,9,H7,H6,1
164,82,9,H22,H21,2
182,18,9,H42,H41,3
194,12,9,H47,H46,4
208,14,9,H62,H61,5
213,5,9,H67,H66,6
223,10,9,H97,H96,7
