P_prefix,amount,day,payee,payer,step
68,68,1,H3,H2,1
106,38,1,H33,H32,2
129,23,1,H43,H42,3
160,31,1,H53,H52,4
161,1,1,H63,H62,5
172,11,1,H73,H72,6
219,47,1,H83,H82,7
3,3,2,H12,H11,1
10,7,2,H22,H21,2
45,35,2,H32,H31,3
50,5,2,H52,H51,4
112,62,2,H72,H71,5
129,17,2,H82,H81,6
144,15,2,H92,H91,7
57,57,3,H11,H10,1
67,10,3,H21,H20,2
132,65,3,H41,H40,3
195,63,3,H61,H60,4
206,11,3,H71,H70,5
217,11,3,H91,H90,6
218,1,3,H1,H100,7
51,51,4,H10,H9,1
58,7,4,H20,H19,2
100,42,4,H50,H49,3
101,1,4,H60,H59,4
103,2,4,H70,H69,5
128,25,4,H80,H79,6
136,8,4,H90,H89,7
33,33,5,H9,H8,1
39,6,5,H29,H28,2
41,2,5,H39,H38,3
45,4,5,H49,H48,4
59,14,5,H69,H68,5
64,5,5,H79,H78,6
76,12,5,H89,H88,7
42,42,6,H8,H7,1
43,1,6,H48,H47,2
64,21,6,H68,H67,3
2,2,7,H7,H6,1
91,89,7,H17,H16,2
94,3,7,H37,H36,3
97,3,7,H77,H76,4
1,1,8,H6,H5,1
20,19,8,H36,H35,2
47,27,8,H56,H55,3
119,72,8,H76,H75,4
26,26,9,H5,H4,1
77,51,9,H15,H14,2
107,30,9,H25,H24,3
109,2,9,H35,H34,4
134,25,9,H45,H44,5
193,59,9,H55,H54,6
14,14,10,H4,H3,1
58,44,10,H14,H13,2
191,133,10,H24,H23,3
215,24,10,H34,H33,4
310,95,10,H44,H43,5
332,22,10,H64,H63,6
413,81,10,H74,H73,7
420,7,10,H84,H83,8
425,5,10,H94,H93,9
