P_prefix,amount,day,payee,payer,step
4,4,1,H3,H2,1
255,251,1,H8,H7,2
268,13,1,H13,H12,3
349,81,1,H18,H17,4
506,157,1,H23,H22,5
509,3,1,H28,H27,6
786,277,1,H33,H32,7
871,85,1,H38,H37,8
886,15,1,H43,H42,9
927,41,1,H48,H47,10
1061,134,1,H53,H52,11
1062,1,1,H63,H62,12
1090,28,1,H68,H67,13
1222,132,1,H78,H77,14
1236,14,1,H88,H87,15
1297,61,1,H93,H92,16
1413,116,1,H98,H97,17
7,7,3,H6,H5,1
65,58,3,H11,H10,2
142,77,3,H16,H15,3
144,2,3,H21,H20,4
156,12,3,H26,H25,5
293,137,3,H31,H30,6
361,68,3,H36,H35,7
362,1,3,H41,H40,8
385,23,3,H46,H45,9
470,85,3,H51,H50,10
475,5,3,H56,H55,11
635,160,3,H61,H60,12
677,42,3,H66,H65,13
1053,376,3,H71,H70,14
1374,321,3,H81,H80,15
1389,15,3,H96,H95,16
1424,35,3,H1,H100,17
85,85,5,H4,H3,1
192,107,5,H9,H8,2
193,1,5,H14,H13,3
291,98,5,H19,H18,4
435,144,5,H24,H23,5
684,249,5,H29,H28,6
693,9,5,H34,H33,7
830,137,5,H39,H38,8
1127,297,5,H44,H43,9
1131,4,5,H49,H48,10
1302,171,5,H54,H53,11
1678,376,5,H59,H58,12
1680,2,5,H64,H63,13
1681,1,5,H69,H68,14
1686,5,5,H74,H73,15
1698,12,5,H79,H78,16
1784,86,5,H89,H88,17
1873,89,5,H94,H93,18
1,1,7,H2,H1,1
131,130,7,H7,H6,2
326,195,7,H12,H11,3
347,21,7,H17,H16,4
571,224,7,H22,H21,5
739,168,7,H27,H26,6
793,54,7,H32,H31,7
839,46,7,H37,H36,8
860,21,7,H42,H41,9
979,119,7,H47,H46,10
1004,25,7,H52,H51,11
1190,186,7,H57,H56,12
1195,5,7,H62,H61,13
1295,100,7,H67,H66,14
1300,5,7,H72,H71,15
1502,202,7,H77,H76,16
1505,3,7,H82,H81,17
1541,36,7,H87,H86,18
1567,26,7,H97,H96,19
20,20,9,H10,H9,1
136,116,9,H15,H14,2
143,7,9,H20,H19,3
178,35,9,H25,H24,4
675,497,9,H30,H29,5
791,116,9,H35,H34,6
798,7,9,H45,H44,7
803,5,9,H50,H49,8
951,148,9,H55,H54,9
969,18,9,H60,H59,10
1005,36,9,H65,H64,11
1062,57,9,H70,H69,12
1071,9,9,H75,H74,13
1397,326,9,H80,H79,14
1869,472,9,H85,H84,15
1889,20,9,H95,H94,16
1900,11,9,H100,H99,17
