P_prefix,amount,day,payee,payer,step
5,5,1,H8,H7,1
38,33,1,H13,H12,2
43,5,1,H28,H27,3
65,22,1,H33,H32,4
104,39,1,H53,H52,5
112,8,1,H83,H82,6
67,67,3,H4,H3,1
105,38,3,H9,H8,2
197,92,3,H24,H23,3
267,70,3,H44,H43,4
312,45,3,H64,H63,5
387,75,3,H69,H68,6
482,95,3,H74,H73,7
535,53,3,H89,H88,8
22,22,5,H15,H14,1
133,111,5,H20,H19,2
190,57,5,H30,H29,3
336,146,5,H40,H39,4
429,93,5,H50,H49,5
512,83,5,H55,H54,6
551,39,5,H60,H59,7
613,62,5,H65,H64,8
699,86,5,H75,H74,9
752,53,5,H85,H84,10
809,57,5,H90,H89,11
926,117,5,H95,H94,12
1007,81,5,H100,H99,13
79,79,7,H21,H20,1
197,118,7,H26,H25,2
288,91,7,H31,H30,3
329,41,7,H36,H35,4
344,15,7,H51,H50,5
369,25,7,H56,H55,6
373,4,7,H66,H65,7
405,32,7,H71,H70,8
469,64,7,H76,H75,9
507,38,7,H81,H80,10
566,59,7,H91,H90,11
620,54,7,H96,H95,12
697,77,7,H1,H100,13
98,98,9,H2,H1,1
153,55,9,H7,H6,2
212,59,9,H12,H11,3
265,53,9,H17,H16,4
322,57,9,H22,H21,5
357,35,9,H27,H26,6
457,100,9,H32,H31,7
621,164,9,H42,H41,8
758,137,9,H47,H46,9
824,66,9,H57,H56,10
907,83,9,H62,H61,11
937,30,9,H77,H76,12
1016,79,9,H87,H86,13
1040,24,9,H92,H91,14
1056,16,9,H97,H96,15
