P_prefix,amount,day,payee,payer,step
20,20,1,H13,H12,1
26,6,1,H63,H62,2
51,25,1,H73,H72,3
7,7,2,H16,H15,1
31,24,2,H36,H35,2
38,7,2,H46,H45,3
41,3,2,H66,H65,4
42,1,2,H86,H85,5
49,7,2,H96,H95,6
11,11,3,H59,H58,1
19,8,3,H69,H68,2
9,9,4,H2,H1,1
13,4,4,H22,H21,2
15,2,4,H32,H31,3
15,15,5,H45,H44,1
32,17,5,H55,H54,2
20,20,6,H28,H27,1
40,20,6,H48,H47,2
51,11,6,H68,H67,3
65,14,6,H88,H87,4
4,4,7,H21,H20,1
15,11,7,H31,H30,2
17,2,7,H51,H50,3
2,2,8,H4,H3,1
24,24,9,H17,H16,1
26,2,9,H27,H26,2
35,9,9,H47,H46,3
85,50,9,H57,H56,4
12,12,10,H70,H69,1
39,27,10,H80,H79,2
64,25,10,H90,H89,3
101,37,10,H100,H99,4
