P_prefix,amount,day,payee,payer,step
5,5,1,H3,H2,1
318,313,1,H8,H7,2
335,17,1,H13,H12,3
437,102,1,H18,H17,4
633,196,1,H23,H22,5
637,4,1,H28,H27,6
984,347,1,H33,H32,7
1091,107,1,H38,H37,8
1110,19,1,H43,H42,9
1162,52,1,H48,H47,10
1330,168,1,H53,H52,11
1331,1,1,H63,H62,12
1366,35,1,H68,H67,13
1532,166,1,H78,H77,14
1550,18,1,H88,H87,15
1627,77,1,H93,H92,16
1773,146,1,H98,H97,17
1798,25,1,big_mid,H2,18
1823,25,1,big_short,H7,19
1848,25,1,big_long,H12,20
1873,25,1,big_mid,H17,21
1898,25,1,big_short,H22,22
1923,25,1,big_long,H27,23
1948,25,1,big_mid,H32,24
1973,25,1,big_short,H37,25
1998,25,1,big_long,H42,26
2023,25,1,big_mid,H47,27
2048,25,1,big_short,H52,28
2073,25,1,big_long,H57,29
2098,25,1,big_mid,H62,30
2123,25,1,big_short,H67,31
2148,25,1,big_long,H72,32
2173,25,1,big_mid,H77,33
2198,25,1,big_short,H82,34
2223,25,1,big_long,H87,35
2248,25,1,big_mid,H92,36
2273,25,1,big_short,H97,37
