P_prefix,amount,day,payee,payer,step
17,17,1,H2,H1,1
17,11,1,H3,H2,2
199,193,1,H4,H3,3
199,137,1,H5,H4,4
250,188,1,H6,H5,5
250,119,1,H7,H6,6
272,141,1,H8,H7,7
272,37,1,H9,H8,8
275,40,1,H10,H9,9
325,90,1,H11,H10,10
367,132,1,H12,H11,11
367,112,1,H13,H12,12
367,84,1,H14,H13,13
377,94,1,H15,H14,14
377,94,1,H16,H15,15
377,19,1,H17,H16,16
469,111,1,H18,H17,17
469,99,1,H19,H18,18
469,66,1,H20,H19,19
478,75,1,H21,H20,20
537,134,1,H22,H21,21
537,100,1,H23,H22,22
537,21,1,H24,H23,23
577,61,1,H25,H24,24
577,58,1,H26,H25,25
577,38,1,H27,H26,26
725,186,1,H28,H27,27
725,17,1,H29,H28,28
870,162,1,H30,H29,29
870,56,1,H31,H30,30
870,17,1,H32,H31,31
870,12,1,H33,H32,32
1040,182,1,H34,H33,33
1268,410,1,H35,H34,34
1268,94,1,H36,H35,35
1268,80,1,H37,H36,36
1276,88,1,H38,H37,37
1276,87,1,H39,H38,38
1276,36,1,H40,H39,39
1278,38,1,H41,H40,40
1445,205,1,H42,H41,41
1445,127,1,H43,H42,42
1445,59,1,H44,H43,43
1461,75,1,H45,H44,44
1470,84,1,H46,H45,45
1470,45,1,H47,H46,46
1503,78,1,H48,H47,47
1513,88,1,H49,H48,48
1537,112,1,H50,H49,49
1537,25,1,H51,H50,50
1537,7,1,H52,H51,51
1639,109,1,H53,H52,52
1679,149,1,H54,H53,53
1688,158,1,H55,H54,54
1720,190,1,H56,H55,55
1738,208,1,H57,H56,56
1795,265,1,H58,H57,57
1795,120,1,H59,H58,58
1834,159,1,H60,H59,59
1846,171,1,H61,H60,60
1846,102,1,H62,H61,61
1846,57,1,H63,H62,62
1887,98,1,H64,H63,63
1998,209,1,H65,H64,64
1998,119,1,H66,H65,65
1998,94,1,H67,H66,66
1998,94,1,H68,H67,67
1998,45,1,H69,H68,68
2085,132,1,H70,H69,69
2085,47,1,H71,H70,70
2097,59,1,H72,H71,71
2112,74,1,H73,H72,72
2156,118,1,H74,H73,73
2156,69,1,H75,H74,74
2285,198,1,H76,H75,75
2285,53,1,H77,H76,76
2400,168,1,H78,H77,77
2400,49,1,H79,H78,78
2456,105,1,H80,H79,79
2456,11,1,H81,H80,80
2502,57,1,H82,H81,81
2516,71,1,H83,H82,82
2516,58,1,H84,H83,83
2516,38,1,H85,H84,84
2672,194,1,H86,H85,85
2672,50,1,H87,H86,86
2672,33,1,H88,H87,87
2807,168,1,H89,H88,88
2807,35,1,H90,H89,89
2963,191,1,H91,H90,90
2963,145,1,H92,H91,91
3013,195,1,H93,H92,92
3013,16,1,H94,H93,93
3040,43,1,H95,H94,94
3194,197,1,H96,H95,95
3266,269,1,H97,H96,96
3266,25,1,H98,H97,97
3292,51,1,H99,H98,98
3292,38,1,H100,H99,99
3287,5,1,H1,H100,100
