P_prefix,amount,day,payee,payer,step
22,22,1,H2,H1,1
22,13,1,H3,H2,2
251,242,1,H4,H3,3
251,171,1,H5,H4,4
315,235,1,H6,H5,5
315,149,1,H7,H6,6
342,176,1,H8,H7,7
342,46,1,H9,H8,8
346,50,1,H10,H9,9
409,113,1,H11,H10,10
461,165,1,H12,H11,11
461,140,1,H13,H12,12
461,105,1,H14,H13,13
474,118,1,H15,H14,14
474,118,1,H16,H15,15
474,24,1,H17,H16,16
589,139,1,H18,H17,17
589,124,1,H19,H18,18
589,83,1,H20,H19,19
599,93,1,H21,H20,20
673,167,1,H22,H21,21
673,125,1,H23,H22,22
673,26,1,H24,H23,23
724,77,1,H25,H24,24
724,72,1,H26,H25,25
724,48,1,H27,H26,26
909,233,1,H28,H27,27
909,22,1,H29,H28,28
1090,203,1,H30,H29,29
1090,70,1,H31,H30,30
1090,22,1,H32,H31,31
1090,15,1,H33,H32,32
1303,228,1,big_mid,H33,33
1815,512,1,H35,H34,34
1815,118,1,H36,H35,35
1815,100,1,H37,H36,36
1826,111,1,H38,H37,37
1826,109,1,H39,H38,38
1826,46,1,H40,H39,39
1827,47,1,H41,H40,40
2037,257,1,H42,H41,41
2037,159,1,H43,H42,42
2037,74,1,H44,H43,43
2057,94,1,H45,H44,44
2068,105,1,H46,H45,45
2068,56,1,H47,H46,46
2110,98,1,H48,H47,47
2122,110,1,H49,H48,48
2152,140,1,H50,H49,49
2152,31,1,H51,H50,50
2152,9,1,H52,H51,51
2280,137,1,H53,H52,52
2329,186,1,H54,H53,53
2341,198,1,H55,H54,54
2380,237,1,H56,H55,55
2403,260,1,H57,H56,56
2475,332,1,H58,H57,57
2475,151,1,H59,H58,58
2522,198,1,H60,H59,59
2537,213,1,H61,H60,60
2537,127,1,H62,H61,61
2537,71,1,H63,H62,62
2588,122,1,H64,H63,63
2728,262,1,H65,H64,64
2728,149,1,H66,H65,65
2728,117,1,H67,H66,66
2729,118,1,H68,H67,67
2729,56,1,H69,H68,68
2838,165,1,H70,H69,69
2838,59,1,H71,H70,70
2853,74,1,H72,H71,71
2871,92,1,H73,H72,72
2927,148,1,H74,H73,73
2927,86,1,H75,H74,74
3089,248,1,H76,H75,75
3089,66,1,H77,H76,76
3234,211,1,H78,H77,77
3234,61,1,H79,H78,78
3304,131,1,H80,H79,79
3304,14,1,H81,H80,80
3362,72,1,H82,H81,81
3379,89,1,H83,H82,82
3379,72,1,H84,H83,83
3379,47,1,H85,H84,84
3574,242,1,H86,H85,85
3574,63,1,H87,H86,86
3574,41,1,H88,H87,87
3743,210,1,H89,H88,88
3743,44,1,H90,H89,89
3938,239,1,H91,H90,90
3938,181,1,H92,H91,91
4001,244,1,H93,H92,92
4001,21,1,H94,H93,93
4034,54,1,H95,H94,94
4227,247,1,H96,H95,95
4316,336,1,H97,H96,96
4316,31,1,H98,H97,97
4349,64,1,H99,H98,98
4349,48,1,H100,H99,99
4342,7,1,H1,H100,100
4367,25,1,big_short,H1,101
4383,25,1,big_mid,H2,102
4408,25,1,big_long,H3,103
4408,25,1,big_short,H4,104
4433,25,1,big_mid,H5,105
4433,25,1,big_long,H6,106
4458,25,1,big_short,H7,107
4458,25,1,big_mid,H8,108
4483,25,1,big_long,H9,109
4508,25,1,big_short,H10,110
4533,25,1,big_mid,H11,111
4533,25,1,big_long,H12,112
4533,25,1,big_short,H13,113
4558,25,1,big_mid,H14,114
4583,25,1,big_long,H15,115
4583,25,1,big_short,H16,116
4608,25,1,big_mid,H17,117
4618,25,1,big_long,H18,118
4618,25,1,big_short,H19,119
4643,25,1,big_mid,H20,120
4668,25,1,big_long,H21,121
4668,25,1,big_short,H22,122
4668,25,1,big_mid,H23,123
4693,25,1,big_long,H24,124
4713,25,1,big_short,H25,125
4714,25,1,big_mid,H26,126
4739,25,1,big_long,H27,127
4739,25,1,big_short,H28,128
4764,25,1,big_mid,H29,129
4764,25,1,big_long,H30,130
4764,25,1,big_short,H31,131
4782,25,1,big_mid,H32,132
4807,25,1,big_long,H33,133
4832,25,1,big_short,H34,134
4832,25,1,big_mid,H35,135
4839,25,1,big_long,H36,136
4864,25,1,big_short,H37,137
4887,25,1,big_mid,H38,138
4887,25,1,big_long,H39,139
4912,25,1,big_short,H40,140
4937,25,1,big_mid,H41,141
4937,25,1,big_long,H42,142
4937,25,1,big_short,H43,143
4962,25,1,big_mid,H44,144
4987,25,1,big_long,H45,145
4987,25,1,big_short,H46,146
5012,25,1,big_mid,H47,147
5037,25,1,big_long,H48,148
5062,25,1,big_short,H49,149
5062,25,1,big_mid,H50,150
5065,25,1,big_long,H51,151
5090,25,1,big_short,H52,152
5115,25,1,big_mid,H53,153
5140,25,1,big_long,H54,154
5165,25,1,big_short,H55,155
5190,25,1,big_mid,H56,156
5215,25,1,big_long,H57,157
5215,25,1,big_short,H58,158
5240,25,1,big_mid,H59,159
5265,25,1,big_long,H60,160
5265,25,1,big_short,H61,161
5265,25,1,big_mid,H62,162
5290,25,1,big_long,H63,163
5315,25,1,big_short,H64,164
5315,25,1,big_mid,H65,165
5315,25,1,big_long,H66,166
5340,25,1,big_short,H67,167
