P_prefix,amount,day,payee,payer,step
40,40,1,H3,H2,1
234,194,1,H13,H12,2
468,234,1,H23,H22,3
617,149,1,H33,H32,4
670,53,1,H43,H42,5
758,88,1,H53,H52,6
885,127,1,H63,H62,7
988,103,1,H73,H72,8
1005,17,1,H83,H82,9
1102,97,1,H93,H92,10
1127,25,1,big_mid,H2,11
1152,25,1,big_long,H12,12
1177,25,1,big_short,H22,13
1202,25,1,big_mid,H32,14
1227,25,1,big_long,H42,15
1252,25,1,big_short,H52,16
1277,25,1,big_mid,H62,17
1302,25,1,big_long,H72,18
1327,25,1,big_short,H82,19
1352,25,1,big_mid,H92,20
166,166,2,H6,H5,1
270,104,2,big_mid,H15,2
317,47,2,H26,H25,3
411,94,2,H36,H35,4
499,88,2,H46,H45,5
564,65,2,big_mid,H55,6
697,133,2,H66,H65,7
852,155,2,H76,H75,8
961,109,2,H86,H85,9
