P_prefix,amount,day,payee,payer,step
48,48,1,H3,H2,1
54,6,1,H13,H12,2
96,42,1,H28,H27,3
101,5,1,H33,H32,4
171,70,1,H38,H37,5
220,49,1,H43,H42,6
234,14,1,H48,H47,7
242,8,1,H53,H52,8
258,16,1,H63,H62,9
259,1,1,H68,H67,10
275,16,1,H73,H72,11
295,20,1,H88,H87,12
315,20,1,H93,H92,13
332,17,1,H98,H97,14
86,86,3,H4,H3,1
194,108,3,H19,H18,2
213,19,3,H34,H33,3
311,98,3,H44,H43,4
395,84,3,H49,H48,5
416,21,3,H54,H53,6
417,1,3,H59,H58,7
425,8,3,H64,H63,8
428,3,3,H69,H68,9
498,70,3,H79,H78,10
514,16,3,H84,H83,11
528,14,3,H94,H93,12
621,93,3,H99,H98,13
178,178,5,H5,H4,1
213,35,5,H10,H9,2
217,4,5,H15,H14,3
387,170,5,H20,H19,4
392,5,5,H30,H29,5
410,18,5,H35,H34,6
421,11,5,H40,H39,7
433,12,5,H65,H64,8
437,4,5,H75,H74,9
447,10,5,H80,H79,10
452,5,5,H85,H84,11
459,7,5,H95,H94,12
486,27,5,H100,H99,13
95,95,7,H6,H5,1
208,113,7,H11,H10,2
302,94,7,H16,H15,3
303,1,7,H21,H20,4
315,12,7,H46,H45,5
464,149,7,H51,H50,6
544,80,7,H61,H60,7
604,60,7,H66,H65,8
619,15,7,H71,H70,9
707,88,7,H76,H75,10
763,56,7,H81,H80,11
785,22,7,H91,H90,12
804,19,7,H96,H95,13
844,40,7,H1,H100,14
49,49,9,H2,H1,1
76,27,9,H12,H11,2
109,33,9,H17,H16,3
125,16,9,H27,H26,4
127,2,9,H32,H31,5
218,91,9,H37,H36,6
243,25,9,H42,H41,7
345,102,9,H47,H46,8
405,60,9,H52,H51,9
414,9,9,H57,H56,10
508,94,9,H82,H81,11
689,181,9,H87,H86,12
712,23,9,H97,H96,13
