P_prefix,amount,day,payee,payer,step
9,9,1,H23,H22,1
22,13,1,H33,H32,2
70,48,1,H43,H42,3
83,13,1,H63,H62,4
85,2,1,H93,H92,5
6,6,2,dealer_short,H5,1
33,27,2,dealer_short,H85,2
69,69,3,H9,H8,1
174,105,3,H36,H18,2
188,14,3,H39,H38,3
215,27,3,H59,H58,4
225,10,3,H69,H68,5
262,37,3,H79,H78,6
271,9,3,H99,H98,7
9,9,4,H12,H11,1
11,2,4,H22,H21,2
136,125,4,H32,H31,3
171,35,4,H42,H41,4
219,48,4,H52,H51,5
269,50,4,H62,H61,6
304,35,4,H72,H71,7
307,3,4,H92,H91,8
62,62,5,H15,H14,1
86,24,5,H25,H24,2
102,16,5,H17,H34,3
132,30,5,H45,H44,4
133,1,5,H36,H54,5
199,66,5,H65,H64,6
217,18,5,H85,H84,7
219,2,5,dealer_short,H94,8
69,69,6,H36,H7,1
161,92,6,dealer_short,H17,2
169,8,6,dealer_short,H27,3
170,1,6,H38,H37,4
249,79,6,H48,H47,5
265,16,6,H68,H67,6
449,184,6,H78,H77,7
605,156,6,dealer_short,H87,8
710,105,6,H98,H97,9
106,106,7,H11,H10,1
132,26,7,H21,H20,2
268,136,7,H17,H30,3
494,226,7,H61,H60,4
565,71,7,H71,H70,5
577,12,7,dealer_short,H80,6
580,3,7,H91,H90,7
582,2,7,dealer_short,H100,8
9,9,8,H24,H23,1
68,59,8,H34,H33,2
82,14,8,dealer_short,H63,3
125,43,8,H84,H83,4
61,61,9,H37,H36,1
138,138,10,H20,H19,1
231,93,10,dealer_short,H29,2
238,7,10,dealer_short,H39,3
240,2,10,dealer_short,H49,4
273,33,10,H80,H79,5
274,1,10,H100,H99,6
