P_prefix,amount,day,payee,payer,step
89,89,1,H23,H22,1
140,51,1,H53,H52,2
230,90,1,H63,H62,3
307,77,1,H83,H82,4
96,96,2,H22,H21,1
187,91,2,H42,H41,2
227,40,2,H52,H51,3
308,81,2,H82,H81,4
70,70,3,H41,H40,1
160,90,3,H51,H50,2
218,58,3,H61,H60,3
265,47,3,H81,H80,4
354,89,3,H1,H100,5
86,86,4,H20,H19,1
166,80,4,H40,H39,2
203,37,4,H50,H49,3
293,90,4,H70,H69,4
388,95,4,H90,H89,5
413,25,4,H100,H99,6
84,84,5,H9,H8,1
120,36,5,H29,H28,2
217,97,5,H59,H58,3
269,52,5,H69,H68,4
369,100,5,H89,H88,5
455,86,5,H99,H98,6
83,83,6,H8,H7,1
158,75,6,H28,H27,2
256,98,6,H48,H47,3
350,94,6,H58,H57,4
381,31,6,H88,H87,5
95,95,7,H17,H16,1
157,62,7,H27,H26,2
226,69,7,H37,H36,3
312,86,7,H47,H46,4
411,99,7,H57,H56,5
482,71,7,H67,H66,6
564,82,7,H87,H86,7
36,36,8,H26,H25,1
64,28,8,H76,H75,2
132,68,8,H86,H85,3
166,34,8,H96,H95,4
74,74,9,H5,H4,1
169,95,9,H15,H14,2
255,86,9,H35,H34,3
293,38,9,H45,H44,4
344,51,9,H55,H54,5
401,57,9,H65,H64,6
441,40,9,H75,H74,7
525,84,9,H85,H84,8
582,57,9,H95,H94,9
105,105,10,H4,H3,1
208,103,10,H14,H13,2
289,81,10,H24,H23,3
425,136,10,H34,H33,4
468,43,10,H44,H43,5
569,101,10,H54,H53,6
646,77,10,H64,H63,7
716,70,10,H74,H73,8
824,108,10,H84,H83,9
1023,199,10,H94,H93,10
