P_prefix,amount,day,payee,payer,step
156,156,1,H2,H1,1
156,38,1,H3,H2,2
156,26,1,H4,H3,3
298,168,1,H5,H4,4
298,11,1,H6,H5,5
349,62,1,H7,H6,6
366,79,1,H8,H7,7
379,92,1,H9,H8,8
379,15,1,H10,H9,9
461,97,1,H11,H10,10
461,67,1,H12,H11,11
579,185,1,H13,H12,12
579,2,1,H14,H13,13
597,18,1,H16,H15,14
742,163,1,H17,H16,15
742,68,1,H18,H17,16
849,175,1,H19,H18,17
849,19,1,H20,H19,18
867,37,1,H21,H20,19
867,8,1,H22,H21,20
1005,146,1,H23,H22,21
1005,74,1,H24,H23,22
1005,22,1,H25,H24,23
1005,20,1,H26,H25,24
1005,8,1,H27,H26,25
1018,21,1,H28,H27,26
1076,79,1,H29,H28,27
1076,56,1,H30,H29,28
1138,118,1,H31,H30,29
1138,7,1,H32,H31,30
1309,178,1,H33,H32,31
1440,131,1,H35,H34,32
1441,132,1,H36,H35,33
1493,184,1,H37,H36,34
1493,9,1,H38,H37,35
1544,60,1,H39,H38,36
1544,8,1,H40,H39,37
1684,148,1,H41,H40,38
1684,75,1,H42,H41,39
1684,10,1,H43,H42,40
1731,57,1,H44,H43,41
1820,146,1,H45,H44,42
1820,78,1,H46,H45,43
1820,12,1,H47,H46,44
1825,5,1,H49,H48,45
2000,180,1,H50,H49,46
2175,355,1,H51,H50,47
2175,135,1,H52,H51,48
2324,284,1,H53,H52,49
2324,73,1,H54,H53,50
2324,24,1,H55,H54,51
2362,62,1,H56,H55,52
2430,130,1,H57,H56,53
2442,142,1,H58,H57,54
2442,47,1,H59,H58,55
2445,3,1,H61,H60,56
2508,66,1,H62,H61,57
2508,3,1,H63,H62,58
2548,43,1,H64,H63,59
2560,12,1,H66,H65,60
2789,229,1,H68,H67,61
2789,113,1,H69,H68,62
2789,5,1,H70,H69,63
2846,62,1,H71,H70,64
2898,114,1,H72,H71,65
2898,9,1,H73,H72,66
2923,34,1,H74,H73,67
2923,9,1,H75,H74,68
3094,180,1,H76,H75,69
3154,240,1,H77,H76,70
3164,250,1,H78,H77,71
3164,135,1,H79,H78,72
3164,83,1,H80,H79,73
3164,6,1,H81,H80,74
3221,63,1,H82,H81,75
3297,139,1,H83,H82,76
3297,137,1,H84,H83,77
3297,2,1,H85,H84,78
3305,8,1,H87,H86,79
3316,11,1,H89,H88,80
3353,48,1,H90,H89,81
3367,62,1,H91,H90,82
3514,209,1,H92,H91,83
3514,14,1,H93,H92,84
3529,29,1,H94,H93,85
3643,143,1,H95,H94,86
3643,8,1,H96,H95,87
3652,17,1,H97,H96,88
3652,2,1,H98,H97,89
3677,25,1,H100,H99,90
3652,67,1,H1,H100,91
