P_prefix,amount,day,payee,payer,step
322,322,1,H3,H2,1
396,74,1,H8,H7,2
435,39,1,H13,H12,3
625,190,1,H18,H17,4
760,135,1,H23,H22,5
774,14,1,H28,H27,6
987,213,1,H33,H32,7
1033,46,1,H38,H37,8
1175,142,1,H43,H42,9
1249,74,1,H48,H47,10
1257,8,1,H53,H52,11
1482,225,1,H58,H57,12
1574,92,1,H63,H62,13
1642,68,1,H68,H67,14
1731,89,1,H73,H72,15
1853,122,1,H78,H77,16
1968,115,1,H83,H82,17
2295,327,1,H88,H87,18
2467,172,1,H93,H92,19
2499,32,1,big_mid,H97,20
2524,25,1,big_mid,H2,21
2549,25,1,big_short,H7,22
2574,25,1,big_long,H12,23
2599,25,1,big_mid,H17,24
2624,25,1,big_short,H22,25
2649,25,1,big_long,H27,26
2674,25,1,big_mid,H32,27
2699,25,1,big_short,H37,28
2724,25,1,big_long,H42,29
2749,25,1,big_mid,H47,30
2774,25,1,big_short,H52,31
2799,25,1,big_long,H57,32
2824,25,1,big_mid,H62,33
2849,25,1,big_short,H67,34
2874,25,1,big_long,H72,35
2899,25,1,big_mid,H77,36
2924,25,1,big_short,H82,37
2949,25,1,big_long,H87,38
2974,25,1,big_mid,H92,39
2999,25,1,big_short,H97,40
81,81,3,H6,H5,1
400,319,3,H11,H10,2
524,124,3,H16,H15,3
647,123,3,H21,H20,4
774,127,3,H26,H25,5
913,139,3,H31,H30,6
938,25,3,H36,H35,7
1015,77,3,H41,H40,8
1063,48,3,H46,H45,9
1207,144,3,H51,H50,10
1258,51,3,H56,H55,11
1313,55,3,H61,H60,12
1425,112,3,H66,H65,13
1477,52,3,H71,H70,14
1615,138,3,H76,H75,15
1821,206,3,H81,H80,16
1831,10,3,H86,H85,17
2005,174,3,H91,H90,18
2264,259,3,H96,H95,19
2317,53,3,H1,H100,20
2342,25,3,big_mid,H5,21
2367,25,3,big_short,H10,22
2392,25,3,big_long,H15,23
2417,25,3,big_mid,H20,24
2442,25,3,big_short,H25,25
2467,25,3,big_long,H30,26
2492,25,3,big_mid,H35,27
2517,25,3,big_short,H40,28
2542,25,3,big_long,H45,29
2567,25,3,big_mid,H50,30
2592,25,3,big_short,H55,31
2617,25,3,big_long,H60,32
2642,25,3,big_mid,H65,33
2667,25,3,big_short,H70,34
2692,25,3,big_long,H75,35
2717,25,3,big_mid,H80,36
2742,25,3,big_short,H85,37
2767,25,3,big_long,H90,38
2792,25,3,big_mid,H95,39
2817,25,3,big_short,H100,40
273,273,5,H4,H3,1
498,225,5,H9,H8,2
745,247,5,H14,H13,3
768,23,5,H19,H18,4
880,112,5,H24,H23,5
965,85,5,H29,H28,6
1094,129,5,H34,H33,7
1153,59,5,H39,H38,8
1193,40,5,H44,H43,9
1254,61,5,H49,H48,10
1313,59,5,H54,H53,11
1453,140,5,H59,H58,12
1897,444,5,H64,H63,13
2049,152,5,H69,H68,14
2097,48,5,H74,H73,15
2212,115,5,H79,H78,16
2405,193,5,H84,H83,17
2408,3,5,H89,H88,18
2519,111,5,H94,H93,19
