P_prefix,amount,day,payee,payer,step
83,83,1,H13,H12,1
124,41,1,H23,H22,2
125,1,1,H33,H32,3
127,2,1,H38,H37,4
144,17,1,H53,H52,5
158,14,1,H63,H62,6
207,49,1,H83,H82,7
255,48,1,H88,H87,8
2,2,3,H6,H5,1
53,51,3,H16,H15,2
110,57,3,H12,H20,3
116,6,3,H26,H25,4
132,16,3,dealer_short,H40,5
198,66,3,H46,H45,6
226,28,3,H51,H50,7
230,4,3,dealer_short,H55,8
345,115,3,H61,H60,9
346,1,3,dealer_short,H65,10
458,112,3,H71,H70,11
459,1,3,H76,H75,12
545,86,3,H81,H80,13
594,49,3,dealer_short,H85,14
599,5,3,H91,H90,15
642,43,3,dealer_short,H100,16
22,22,5,H9,H8,1
73,51,5,H80,H13,2
87,14,5,H12,H18,3
126,39,5,H29,H28,4
132,6,5,H34,H33,5
134,2,5,H39,H38,6
148,14,5,dealer_short,H43,7
173,25,5,H49,H48,8
218,45,5,dealer_short,H58,9
226,8,5,dealer_short,H63,10
231,5,5,H74,H73,11
232,1,5,dealer_short,H78,12
270,38,5,H84,H83,13
276,6,5,H89,H88,14
5,5,7,H7,H6,1
12,7,7,H17,H16,2
46,34,7,H27,H26,3
73,27,7,H47,H46,4
79,6,7,H62,H61,5
80,1,7,H72,H71,6
114,34,7,H12,H76,7
116,2,7,H82,H81,8
205,89,7,H87,H86,9
267,62,7,H97,H96,10
46,46,9,H5,H4,1
48,2,9,H12,H9,2
58,10,9,dealer_short,H29,3
69,11,9,dealer_short,H34,4
114,45,9,H40,H39,5
119,5,9,H50,H49,6
137,18,9,H55,H54,7
224,87,9,dealer_short,H59,8
464,240,9,dealer_short,H69,9
468,4,9,H75,H74,10
476,8,9,H85,H84,11
493,17,9,H90,H89,12
498,5,9,dealer_short,H94,13
504,6,9,H100,H99,14
