P_prefix,amount,day,payee,payer,step
5,5,1,H13,H12,1
16,11,1,H28,H27,2
23,7,1,H63,H62,3
25,2,1,H78,H77,4
40,15,1,H88,H87,5
4,4,3,H31,H30,1
23,19,3,H86,H85,2
33,10,3,H91,H90,3
46,13,3,H1,H100,4
49,49,5,H4,H3,1
85,36,5,H24,H23,2
96,11,5,H39,H38,3
124,28,5,H49,H48,4
151,27,5,H59,H58,5
174,23,5,H69,H68,6
192,18,5,H74,H73,7
227,35,5,H89,H88,8
23,23,7,H2,H1,1
29,6,7,H17,H16,2
77,48,7,H47,H46,3
88,11,7,H67,H66,4
118,30,7,H72,H71,5
146,28,7,H77,H76,6
58,58,9,H10,H9,1
63,5,9,H35,H34,2
86,23,9,H40,H39,3
96,10,9,H50,H49,4
135,39,9,H80,H79,5
