P_prefix,amount,day,payee,payer,step
43,43,1,H2,H1,1
72,72,1,H3,H2,2
91,91,1,H4,H3,3
172,81,1,H7,H6,4
203,112,1,H8,H7,5
203,95,1,H9,H8,6
682,574,1,H10,H9,7
682,48,1,H11,H10,8
760,126,1,H12,H11,9
837,203,1,H13,H12,10
883,46,1,H15,H14,11
939,102,1,H16,H15,12
939,16,1,H17,H16,13
1082,159,1,H18,H17,14
1132,209,1,H19,H18,15
1132,107,1,H20,H19,16
1132,99,1,H21,H20,17
1132,34,1,H22,H21,18
1132,23,1,H23,H22,19
1246,137,1,H24,H23,20
1246,2,1,H25,H24,21
1654,410,1,H26,H25,22
1654,24,1,H27,H26,23
1723,93,1,H28,H27,24
1723,77,1,H29,H28,25
1869,223,1,H30,H29,26
1879,10,1,H32,H31,27
1879,5,1,H33,H32,28
2089,215,1,H34,H33,29
2089,53,1,H35,H34,30
2090,1,1,H37,H36,31
2181,91,1,H39,H38,32
2187,97,1,H40,H39,33
2496,309,1,H42,H41,34
2496,1,1,H43,H42,35
2497,2,1,H44,H43,36
2600,105,1,H45,H44,37
2846,351,1,H46,H45,38
2846,2,1,H47,H46,39
2903,59,1,H48,H47,40
2903,32,1,H49,H48,41
2954,83,1,H50,H49,42
