P_prefix,amount,day,payee,payer,step
77,77,1,H13,H12,1
124,47,1,H18,H17,2
175,51,1,H23,H22,3
262,87,1,H28,H27,4
329,67,1,H33,H32,5
407,78,1,H43,H42,6
507,100,1,H48,H47,7
585,78,1,H53,H52,8
679,94,1,H58,H57,9
711,32,1,H63,H62,10
805,94,1,H83,H82,11
891,86,1,H88,H87,12
982,91,1,H98,H97,13
86,86,3,H9,H8,1
149,63,3,H14,H13,2
281,132,3,H19,H18,3
414,133,3,H24,H23,4
541,127,3,H29,H28,5
657,116,3,H34,H33,6
728,71,3,H39,H38,7
803,75,3,H49,H48,8
840,37,3,H54,H53,9
926,86,3,H59,H58,10
976,50,3,H64,H63,11
1039,63,3,H69,H68,12
1086,47,3,H74,H73,13
1138,52,3,H79,H78,14
1235,97,3,H84,H83,15
1319,84,3,H89,H88,16
1421,102,3,H94,H93,17
1490,69,3,H99,H98,18
80,80,5,H5,H4,1
235,155,5,H10,H9,2
288,53,5,H20,H19,3
354,66,5,H25,H24,4
508,154,5,H30,H29,5
597,89,5,H35,H34,6
669,72,5,H40,H39,7
880,211,5,H45,H44,8
1018,138,5,H50,H49,9
1078,60,5,H55,H54,10
1135,57,5,H60,H59,11
1263,128,5,H65,H64,12
1369,106,5,H70,H69,13
1407,38,5,H75,H74,14
1501,94,5,H80,H79,15
1599,98,5,H85,H84,16
1732,133,5,H90,H89,17
1838,106,5,H95,H94,18
1882,44,5,H100,H99,19
105,105,7,H6,H5,1
234,129,7,H11,H10,2
293,59,7,H16,H15,3
416,123,7,H21,H20,4
545,129,7,H31,H30,5
635,90,7,H36,H35,6
740,105,7,H41,H40,7
810,70,7,H46,H45,8
845,35,7,H51,H50,9
967,122,7,H56,H55,10
1043,76,7,H61,H60,11
1244,201,7,H66,H65,12
1343,99,7,H71,H70,13
1472,129,7,H76,H75,14
1534,62,7,H81,H80,15
1627,93,7,H86,H85,16
1840,213,7,H91,H90,17
1971,131,7,H96,H95,18
2050,79,7,H1,H100,19
33,33,9,H2,H1,1
129,96,9,H7,H6,2
190,61,9,H12,H11,3
252,62,9,H17,H16,4
309,57,9,H22,H21,5
475,166,9,H27,H26,6
552,77,9,H32,H31,7
661,109,9,H37,H36,8
776,115,9,H42,H41,9
880,104,9,H47,H46,10
1015,135,9,H52,H51,11
1065,50,9,H57,H56,12
1128,63,9,H62,H61,13
1250,122,9,H67,H66,14
1296,46,9,H72,H71,15
1435,139,9,H77,H76,16
1482,47,9,H82,H81,17
1635,153,9,H87,H86,18
1758,123,9,H92,H91,19
1873,115,9,H97,H96,20
