P_prefix,amount,day,payee,payer,step
91,91,1,H3,H2,1
114,23,1,H23,H22,2
137,23,1,H33,H32,3
227,90,1,H43,H42,4
249,22,1,H53,H52,5
471,222,1,H63,H62,6
544,73,1,H73,H72,7
561,17,1,H83,H82,8
579,18,1,H93,H92,9
378,378,2,H2,H1,1
493,115,2,H12,H11,2
753,260,2,H22,H21,3
879,126,2,H32,H31,4
1135,256,2,H52,H51,5
1333,198,2,H62,H61,6
1339,6,2,H72,H71,7
1514,175,2,H82,H81,8
1650,136,2,H92,H91,9
7,7,3,H11,H10,1
25,18,3,H21,H20,2
52,27,3,H31,H30,3
146,94,3,H41,H40,4
151,5,3,H51,H50,5
154,3,3,H61,H60,6
185,31,3,H71,H70,7
293,108,3,H81,H80,8
326,33,3,H91,H90,9
545,219,3,H1,H100,10
52,52,4,H10,H9,1
55,3,4,H20,H19,2
62,7,4,H30,H29,3
139,77,4,H50,H49,4
411,272,4,H60,H59,5
583,172,4,H70,H69,6
603,20,4,H80,H79,7
619,16,4,H90,H89,8
949,330,4,H100,H99,9
29,29,5,H9,H8,1
83,54,5,H19,H18,2
207,124,5,H29,H28,3
305,98,5,H39,H38,4
375,70,5,H49,H48,5
444,69,5,H59,H58,6
482,38,5,H69,H68,7
497,15,5,H79,H78,8
509,12,5,H89,H88,9
868,359,5,H99,H98,10
61,61,6,H8,H7,1
152,91,6,H18,H17,2
167,15,6,H28,H27,3
292,125,6,H38,H37,4
316,24,6,H48,H47,5
413,97,6,H58,H57,6
545,132,6,H68,H67,7
668,123,6,H78,H77,8
742,74,6,H88,H87,9
755,13,6,H98,H97,10
297,297,7,H17,H16,1
437,140,7,H27,H26,2
613,176,7,H47,H46,3
653,40,7,H57,H56,4
750,97,7,H67,H66,5
869,119,7,H77,H76,6
997,128,7,H87,H86,7
1129,132,7,H97,H96,8
163,163,8,H6,H5,1
189,26,8,H16,H15,2
254,65,8,H26,H25,3
368,114,8,H36,H35,4
417,49,8,H46,H45,5
418,1,8,H56,H55,6
423,5,8,H66,H65,7
450,27,8,H76,H75,8
454,4,8,H86,H85,9
547,93,8,H96,H95,10
83,83,9,H5,H4,1
242,159,9,H15,H14,2
333,91,9,H25,H24,3
409,76,9,H35,H34,4
463,54,9,H45,H44,5
533,70,9,H55,H54,6
612,79,9,H65,H64,7
652,40,9,H75,H74,8
772,120,9,H85,H84,9
998,226,9,H95,H94,10
71,71,10,H4,H3,1
97,26,10,H14,H13,2
203,106,10,H24,H23,3
219,16,10,H34,H33,4
324,105,10,H44,H43,5
499,175,10,H54,H53,6
518,19,10,H64,H63,7
671,153,10,H74,H73,8
785,114,10,H84,H83,9
882,97,10,H94,H93,10
