P_prefix,amount,day,payee,payer,step
34,34,1,H3,H2,1
119,85,1,H13,H12,2
194,75,1,H23,H22,3
218,24,1,H53,H52,4
222,4,1,H63,H62,5
256,34,1,H73,H72,6
270,14,1,H83,H82,7
29,29,2,H6,H5,1
73,44,2,H16,H15,2
132,59,2,H26,H25,3
184,52,2,H56,H55,4
206,22,2,H76,H75,5
228,22,2,H86,H85,6
253,25,2,H96,H95,7
14,14,3,H9,H8,1
74,60,3,H39,H38,2
169,95,3,H49,H48,3
175,6,3,H79,H78,4
196,21,3,H89,H88,5
287,91,3,H99,H98,6
12,12,4,H12,H11,1
90,78,4,H42,H41,2
117,27,4,H52,H51,3
133,16,4,H62,H61,4
213,80,4,H72,H71,5
266,53,4,H82,H81,6
361,95,4,H92,H91,7
14,14,5,H15,H14,1
84,70,5,H45,H44,2
93,9,5,H55,H54,3
123,30,5,H65,H64,4
147,24,5,H75,H74,5
180,33,5,H85,H84,6
256,76,5,H95,H94,7
32,32,6,H8,H7,1
81,49,6,H18,H17,2
120,39,6,H38,H37,3
189,69,6,H68,H67,4
231,42,6,H78,H77,5
284,53,6,H98,H97,6
20,20,7,H21,H20,1
29,9,7,H31,H30,2
72,43,7,H51,H50,3
73,1,7,H61,H60,4
79,6,7,H71,H70,5
114,35,7,H91,H90,6
174,60,7,H1,H100,7
124,124,8,H4,H3,1
158,34,8,H14,H13,2
326,168,8,H34,H33,3
383,57,8,H44,H43,4
393,10,8,H54,H53,5
411,18,8,H94,H93,6
116,116,9,H7,H6,1
154,38,9,H17,H16,2
176,22,9,H27,H26,3
282,106,9,H37,H36,4
406,124,9,H47,H46,5
527,121,9,H57,H56,6
574,47,9,H67,H66,7
577,3,9,H87,H86,8
34,34,10,H10,H9,1
111,77,10,H30,H29,2
166,55,10,H40,H39,3
176,10,10,H50,H49,4
245,69,10,H60,H59,5
330,85,10,H70,H69,6
340,10,10,H90,H89,7
484,144,10,H100,H99,8
