P_prefix,amount,day,payee,payer,step
5,5,1,H3,H2,1
22,17,1,H18,H17,2
40,18,1,H23,H22,3
51,11,1,H33,H32,4
56,5,1,H38,H37,5
72,16,1,H53,H52,6
85,13,1,H58,H57,7
100,15,1,H73,H72,8
104,4,1,H83,H82,9
107,3,1,H88,H87,10
114,7,1,H93,H92,11
5,5,3,H6,H5,1
8,3,3,H16,H15,2
19,11,3,H26,H25,3
43,24,3,H61,H60,4
57,14,3,H86,H85,5
69,12,3,H96,H95,6
89,20,3,H1,H100,7
6,6,5,H9,H8,1
22,16,5,H54,H53,2
35,13,5,H59,H58,3
68,33,5,H79,H78,4
79,11,5,H84,H83,5
1,1,7,H2,H1,1
8,7,7,H7,H6,2
32,24,7,H17,H16,3
48,16,7,H22,H21,4
63,15,7,H32,H31,5
67,4,7,H37,H36,6
99,32,7,H42,H41,7
131,32,7,H47,H46,8
159,28,7,H62,H61,9
187,28,7,H67,H66,10
193,6,7,H72,H71,11
223,30,7,H92,H91,12
257,34,7,H97,H96,13
11,11,9,H10,H9,1
36,25,9,H15,H14,2
48,12,9,H20,H19,3
83,35,9,H40,H39,4
92,9,9,H50,H49,5
120,28,9,H60,H59,6
125,5,9,H65,H64,7
151,26,9,H75,H74,8
