P_prefix,amount,day,payee,payer,step
33,33,3,H49,H48,1
53,53,5,H5,H4,1
109,56,5,H10,H9,2
172,63,5,H30,H29,3
247,75,5,H45,H44,4
268,21,5,H60,H59,5
331,63,5,H85,H84,6
406,75,5,H95,H94,7
55,55,7,H6,H5,1
140,85,7,H21,H20,2
199,59,7,H36,H35,3
226,27,7,H46,H45,4
300,74,7,H56,H55,5
341,41,7,H66,H65,6
427,86,7,H71,H70,7
486,59,7,H76,H75,8
548,62,7,H81,H80,9
628,80,7,H86,H85,10
681,53,7,H96,H95,11
104,104,9,H2,H1,1
144,40,9,H12,H11,2
249,105,9,H22,H21,3
352,103,9,H27,H26,4
437,85,9,H32,H31,5
493,56,9,H37,H36,6
614,121,9,H42,H41,7
685,71,9,H57,H56,8
733,48,9,H72,H71,9
790,57,9,H87,H86,10
880,90,9,H92,H91,11
