P_prefix,amount,day,payee,payer,step
2,2,1,H3,H2,1
39,37,1,H5,H4,2
39,5,1,H6,H5,3
40,1,1,dealer_short,H7,4
162,122,1,H11,H10,5
162,96,1,H12,H11,6
185,23,1,H14,H13,7
185,10,1,H15,H14,8
245,60,1,H17,H16,9
318,73,1,H20,H19,10
325,7,1,H22,H21,11
355,37,1,H23,H22,12
420,65,1,dealer_short,H25,13
427,7,1,H28,H27,14
496,69,1,dealer_short,H29,15
562,66,1,H31,H30,16
562,7,1,H32,H31,17
633,71,1,H34,H33,18
685,52,1,H36,H35,19
685,13,1,H37,H36,20
693,8,1,dealer_short,H39,21
763,70,1,H42,H41,22
763,57,1,H43,H42,23
763,2,1,H44,H43,24
804,41,1,H48,H47,25
836,32,1,H50,H49,26
840,4,1,H52,H51,27
872,32,1,H54,H53,28
872,7,1,H55,H54,29
876,4,1,H58,H57,30
876,2,1,H59,H58,31
876,2,1,H60,H59,32
895,19,1,H63,H62,33
998,103,1,H65,H64,34
998,1,1,dealer_short,H65,35
1076,78,1,H68,H67,36
1137,61,1,H70,H69,37
1137,11,1,H71,H70,38
1137,8,1,H72,H71,39
1161,24,1,H75,H74,40
1200,63,1,H76,H75,41
1200,26,1,H77,H76,42
1204,4,1,H79,H78,43
1204,2,1,H80,H79,44
1204,1,1,H81,H80,45
1237,33,1,H83,H82,46
1242,38,1,H84,H83,47
1261,19,1,H87,H86,48
1277,16,1,H89,H88,49
1297,20,1,H91,H90,50
1323,46,1,H92,H91,51
1323,4,1,H93,H92,52
1353,34,1,H94,H93,53
1390,37,1,H96,H95,54
1390,4,1,H97,H96,55
1390,2,1,H98,H97,56
1407,19,1,H99,H98,57
1519,112,1,H1,H100,58
