P_prefix,amount,day,payee,payer,step
6,6,1,H3,H2,1
12,6,1,H33,H32,2
51,39,1,H43,H42,3
76,25,1,H73,H72,4
8,8,2,H12,H11,1
53,45,2,H32,H31,2
54,1,2,H42,H41,3
80,26,2,H62,H61,4
34,34,3,H21,H20,1
35,1,3,H41,H40,2
65,30,3,H91,H90,3
8,8,5,H9,H8,1
11,3,5,H29,H28,2
15,4,5,H59,H58,3
21,6,5,H89,H88,4
24,3,5,H99,H98,5
9,9,6,H78,H77,1
55,46,6,H88,H87,2
4,4,7,H17,H16,1
15,11,7,H57,H56,2
20,5,7,H67,H66,3
30,10,7,H77,H76,4
25,25,8,H66,H65,1
46,21,8,H86,H85,2
2,2,9,H15,H14,1
19,17,9,H25,H24,2
28,9,9,H35,H34,3
53,53,10,H4,H3,1
78,25,10,H14,H13,2
96,18,10,H34,H33,3
173,77,10,H54,H53,4
178,5,10,H64,H63,5
185,7,10,H74,H73,6
189,4,10,H94,H93,7
