P_prefix,amount,day,payee,payer,step
51,51,1,H18,H17,1
116,65,1,H23,H22,2
126,10,1,H28,H27,3
181,55,1,H33,H32,4
185,4,1,H48,H47,5
194,9,1,H53,H52,6
201,7,1,H58,H57,7
280,79,1,H63,H62,8
348,68,1,H78,H77,9
366,18,1,H93,H92,10
393,27,1,H98,H97,11
41,41,3,H6,H5,1
61,20,3,H26,H25,2
81,20,3,H46,H45,3
99,18,3,H51,H50,4
174,75,3,H71,H70,5
263,89,3,H81,H80,6
349,86,3,H86,H85,7
358,9,3,H96,H95,8
366,8,3,H1,H100,9
136,136,5,H4,H3,1
137,1,5,H9,H8,2
178,41,5,H14,H13,3
218,40,5,H19,H18,4
297,79,5,H24,H23,5
391,94,5,H29,H28,6
395,4,5,H39,H38,7
444,49,5,H49,H48,8
461,17,5,H54,H53,9
561,100,5,H59,H58,10
692,131,5,H64,H63,11
781,89,5,H74,H73,12
843,62,5,H79,H78,13
941,98,5,H84,H83,14
1133,192,5,H89,H88,15
1174,41,5,H94,H93,16
1203,29,5,H99,H98,17
129,129,7,H7,H6,1
142,13,7,H12,H11,2
232,90,7,H17,H16,3
286,54,7,H22,H21,4
373,87,7,H27,H26,5
403,30,7,H32,H31,6
426,23,7,H37,H36,7
508,82,7,H42,H41,8
584,76,7,H47,H46,9
685,101,7,H52,H51,10
713,28,7,H57,H56,11
795,82,7,H62,H61,12
917,122,7,H67,H66,13
993,76,7,H72,H71,14
1015,22,7,H77,H76,15
1107,92,7,H82,H81,16
1131,24,7,H92,H91,17
1155,24,7,H97,H96,18
26,26,9,H5,H4,1
44,18,9,H10,H9,2
151,107,9,H15,H14,3
251,100,9,H20,H19,4
281,30,9,H25,H24,5
448,167,9,H30,H29,6
492,44,9,H35,H34,7
508,16,9,H50,H49,8
509,1,9,H55,H54,9
639,130,9,H60,H59,10
677,38,9,H65,H64,11
866,189,9,H70,H69,12
868,2,9,H75,H74,13
878,10,9,H80,H79,14
915,37,9,H85,H84,15
916,1,9,H90,H89,16
936,20,9,H95,H94,17
