P_prefix,amount,day,payee,payer,step
43,43,1,H3,H2,1
86,43,1,H8,H7,2
139,53,1,H13,H12,3
169,30,1,H18,H17,4
304,135,1,H23,H22,5
316,12,1,H28,H27,6
379,63,1,H33,H32,7
561,182,1,H48,H47,8
640,79,1,H53,H52,9
653,13,1,H58,H57,10
704,51,1,H63,H62,11
839,135,1,H68,H67,12
916,77,1,H73,H72,13
1090,174,1,H83,H82,14
1159,69,1,H93,H92,15
1282,123,1,H98,H97,16
118,118,3,H6,H5,1
185,67,3,H11,H10,2
356,171,3,H16,H15,3
362,6,3,H26,H25,4
386,24,3,H31,H30,5
494,108,3,H36,H35,6
621,127,3,H46,H45,7
623,2,3,H51,H50,8
749,126,3,H61,H60,9
795,46,3,H66,H65,10
924,129,3,H71,H70,11
1004,80,3,H76,H75,12
1067,63,3,H81,H80,13
1202,135,3,H86,H85,14
1213,11,3,H91,H90,15
1257,44,3,H1,H100,16
17,17,5,H4,H3,1
39,22,5,H9,H8,2
216,177,5,H14,H13,3
277,61,5,H24,H23,4
297,20,5,H29,H28,5
316,19,5,H34,H33,6
332,16,5,H39,H38,7
428,96,5,H49,H48,8
473,45,5,H54,H53,9
531,58,5,H64,H63,10
613,82,5,H69,H68,11
618,5,5,H74,H73,12
637,19,5,H79,H78,13
670,33,5,H84,H83,14
699,29,5,H89,H88,15
851,152,5,H94,H93,16
888,37,5,H99,H98,17
15,15,7,H2,H1,1
31,16,7,H7,H6,2
68,37,7,H12,H11,3
116,48,7,H17,H16,4
156,40,7,H22,H21,5
166,10,7,H27,H26,6
286,120,7,H32,H31,7
366,80,7,H37,H36,8
398,32,7,H42,H41,9
415,17,7,H47,H46,10
531,116,7,H52,H51,11
671,140,7,H57,H56,12
798,127,7,H62,H61,13
826,28,7,H67,H66,14
890,64,7,H72,H71,15
957,67,7,H77,H76,16
979,22,7,H82,H81,17
1006,27,7,H87,H86,18
1095,89,7,H92,H91,19
1144,49,7,H97,H96,20
28,28,9,H5,H4,1
74,46,9,H15,H14,2
78,4,9,H20,H19,3
86,8,9,H25,H24,4
117,31,9,H30,H29,5
120,3,9,H35,H34,6
143,23,9,H40,H39,7
219,76,9,H45,H44,8
292,73,9,H50,H49,9
293,1,9,H60,H59,10
319,26,9,H65,H64,11
457,138,9,H70,H69,12
501,44,9,H75,H74,13
584,83,9,H80,H79,14
614,30,9,H85,H84,15
641,27,9,H90,H89,16
867,226,9,H100,H99,17
