P_prefix,amount,day,payee,payer,step
7,7,1,H33,H32,1
17,10,1,H43,H42,2
18,1,1,H83,H82,3
36,18,1,H93,H92,4
9,9,3,H9,H8,1
11,2,3,H54,H53,2
76,65,3,H74,H73,3
77,1,3,H89,H88,4
78,1,3,H99,H98,5
43,43,5,H5,H4,1
89,46,5,H20,H19,2
104,15,5,H25,H24,3
115,11,5,H50,H49,4
169,54,5,H60,H59,5
177,8,5,H80,H79,6
178,1,5,H85,H84,7
196,18,5,H95,H94,8
77,77,7,H6,H5,1
84,7,7,H16,H15,2
106,22,7,H31,H30,3
115,9,7,H81,H80,4
120,5,7,H86,H85,5
125,5,7,H91,H90,6
132,7,7,H96,H95,7
148,16,7,H1,H100,8
46,46,9,H7,H6,1
73,27,9,H37,H36,2
90,17,9,H42,H41,3
139,49,9,H47,H46,4
141,2,9,H62,H61,5
151,10,9,H77,H76,6
192,41,9,H82,H81,7
196,4,9,H87,H86,8
198,2,9,H97,H96,9
