P_prefix,amount,day,payee,payer,step
14,14,1,H8,H7,1
42,28,1,H23,H22,2
85,43,1,H28,H27,3
92,7,1,H33,H32,4
95,3,1,H58,H57,5
138,43,1,H63,H62,6
36,36,3,H16,H15,1
80,44,3,H51,H50,2
85,5,3,H86,H85,3
129,44,3,H96,H95,4
13,13,5,H4,H3,1
63,50,5,H29,H28,2
82,19,5,H34,H33,3
139,57,5,H49,H48,4
150,11,5,H54,H53,5
243,93,5,H69,H68,6
312,69,5,H74,H73,7
345,33,5,H79,H78,8
409,64,5,H94,H93,9
459,50,5,H99,H98,10
100,100,7,H2,H1,1
128,28,7,H22,H21,2
202,74,7,H32,H31,3
273,71,7,H42,H41,4
363,90,7,H47,H46,5
378,15,7,H52,H51,6
398,20,7,H57,H56,7
452,54,7,H67,H66,8
546,94,7,H72,H71,9
585,39,7,H77,H76,10
646,61,7,H92,H91,11
696,50,7,H97,H96,12
31,31,9,H5,H4,1
49,18,9,H20,H19,2
50,1,9,H35,H34,3
68,18,9,H40,H39,4
132,64,9,H45,H44,5
160,28,9,H50,H49,6
177,17,9,H55,H54,7
236,59,9,H60,H59,8
319,83,9,H65,H64,9
327,8,9,H70,H69,10
436,109,9,H75,H74,11
460,24,9,H80,H79,12
576,116,9,H85,H84,13
613,37,9,H90,H89,14
652,39,9,H95,H94,15
703,51,9,H100,H99,16
