P_prefix,amount,day,payee,payer,step
236,236,1,H13,H12,1
362,126,1,H33,H32,2
478,116,1,dealer_short,H52,3
549,71,1,H63,H62,4
560,11,1,H73,H72,5
564,4,1,H93,H92,6
2,2,2,H6,H5,1
74,72,2,H16,H15,2
1041,967,2,H46,H45,3
1171,130,2,H66,H65,4
1330,159,2,H86,H85,5
1334,4,2,H96,H95,6
214,214,3,H9,H8,1
306,92,3,H19,H18,2
368,62,3,H29,H28,3
609,241,3,H54,H38,4
678,69,3,H54,H48,5
839,161,3,H59,H58,6
895,56,3,H69,H68,7
1018,123,3,H79,H78,8
1165,147,3,H99,H98,9
1,1,4,H2,H1,1
111,110,4,H32,H31,2
121,10,4,H42,H41,3
212,91,4,H52,H51,4
436,224,4,H62,H61,5
473,37,4,H54,H81,6
477,4,4,H92,H91,7
1,1,5,H5,H4,1
228,227,5,H15,H14,2
229,1,5,H25,H24,3
638,409,5,H55,H54,4
669,31,5,dealer_short,H74,5
707,38,5,H85,H84,6
949,242,5,H95,H94,7
144,144,6,H48,H47,1
239,95,6,H68,H67,2
332,93,6,H88,H87,3
3,3,7,H31,H30,1
399,396,7,H41,H40,2
411,12,7,H81,H80,3
441,30,7,H91,H90,4
447,6,7,H1,H100,5
8,8,8,H14,H13,1
130,122,8,H24,H23,2
141,11,8,H64,H63,3
157,16,8,H74,H73,4
204,47,8,H94,H93,5
5,5,9,H17,H16,1
14,9,9,H37,H36,2
51,37,9,H47,H46,3
59,8,9,H57,H56,4
177,118,9,H67,H66,5
220,43,9,H77,H76,6
229,9,9,H87,H86,7
242,13,9,H97,H96,8
12,12,10,H20,H19,1
13,1,10,H30,H29,2
448,435,10,H40,H39,3
499,51,10,H60,H59,4
506,7,10,H70,H69,5
527,21,10,H80,H79,6
599,72,10,H90,H89,7
600,1,10,H100,H99,8
